,ST_Rev
19650806,   0.00
19650809,  -0.01
19650810,   0.10
19650811,   0.02
19650812,   0.11
19650813,   0.15
19650816,   0.41
19650817,   0.35
19650818,  -0.04
19650819,   1.15
19650820,   0.15
19650823,  -0.09
19650824,  -0.44
19650825,  -0.30
19650826,   0.23
19650827,   0.14
19650830,   0.27
19650831,   0.18
19650901,   0.37
19650902,  -0.25
19650903,   0.17
19650907,   0.11
19650908,   0.12
19650909,   0.03
19650910,   0.48
19650913,  -0.04
19650914,   1.02
19650915,  -0.12
19650916,   0.02
19650917,   0.29
19650920,  -0.17
19650921,  -0.05
19650922,  -0.74
19650923,   0.83
19650924,  -0.17
19650927,  -0.82
19650928,   0.16
19650929,   0.82
19650930,   0.61
19651001,   0.21
19651004,  -0.07
19651005,  -0.25
19651006,   0.05
19651007,   0.33
19651008,  -0.31
19651011,  -0.49
19651012,   0.29
19651013,   0.11
19651014,   0.11
19651015,  -0.15
19651018,  -0.05
19651019,   0.19
19651020,   0.20
19651021,  -0.04
19651022,   0.65
19651025,   0.75
19651026,  -0.23
19651027,   0.03
19651028,   0.08
19651029,  -0.06
19651101,   0.41
19651103,  -0.41
19651104,  -0.15
19651105,  -0.13
19651108,   0.10
19651109,  -0.20
19651110,  -0.16
19651111,   0.23
19651112,  -0.11
19651115,  -0.05
19651116,  -0.25
19651117,   0.59
19651118,  -0.14
19651119,  -0.08
19651122,   0.19
19651123,  -0.18
19651124,  -0.10
19651126,  -0.59
19651129,  -0.66
19651130,  -0.27
19651201,  -0.21
19651202,   0.04
19651203,   0.34
19651206,   0.75
19651207,  -1.11
19651208,  -0.04
19651209,  -0.31
19651210,   0.17
19651213,  -0.40
19651214,  -0.23
19651215,  -0.08
19651216,  -0.12
19651217,  -0.15
19651220,   0.96
19651221,   0.53
19651222,   1.19
19651223,   0.97
19651227,   0.61
19651228,   0.56
19651229,   0.12
19651230,   0.08
19651231,   0.15
19660103,   0.37
19660104,   0.03
19660105,  -0.76
19660106,  -0.08
19660107,   0.20
19660110,   0.32
19660111,  -0.08
19660112,   0.42
19660113,   0.24
19660114,   0.23
19660117,  -0.01
19660118,  -0.05
19660119,   0.32
19660120,   0.29
19660121,   0.17
19660124,  -0.10
19660125,  -0.07
19660126,  -0.40
19660127,  -0.14
19660128,   0.25
19660131,   0.41
19660201,   1.47
19660202,  -0.20
19660203,   0.31
19660204,  -0.11
19660207,  -0.32
19660208,  -0.09
19660209,  -0.82
19660210,   0.19
19660211,   0.14
19660214,  -0.18
19660215,   0.44
19660216,  -0.42
19660217,   0.20
19660218,  -0.21
19660221,   0.11
19660223,   0.45
19660224,   0.34
19660225,  -0.13
19660228,  -0.78
19660301,   0.74
19660302,   0.67
19660303,  -0.63
19660304,   0.52
19660307,   0.66
19660308,   0.48
19660309,   0.19
19660310,   0.52
19660311,   0.25
19660314,   0.27
19660315,   0.39
19660316,   0.31
19660317,   0.23
19660318,   0.55
19660321,   0.40
19660322,   0.39
19660323,   0.17
19660324,  -0.46
19660325,  -0.54
19660328,  -0.06
19660329,   0.28
19660330,   0.18
19660331,   0.02
19660401,   0.17
19660404,   0.08
19660405,   0.24
19660406,  -0.18
19660407,  -0.76
19660411,  -1.31
19660412,  -0.21
19660413,  -0.60
19660414,  -0.17
19660415,   0.31
19660418,   0.72
19660419,  -0.42
19660420,   0.39
19660421,   0.23
19660422,   0.53
19660425,   0.17
19660426,  -0.05
19660427,   0.27
19660428,   0.27
19660429,  -0.16
19660502,   0.30
19660503,   0.62
19660504,   0.80
19660505,   0.52
19660506,   1.45
19660509,  -0.73
19660510,   1.31
19660511,   0.11
19660512,  -1.11
19660513,  -0.83
19660516,  -1.82
19660517,  -1.11
19660518,   4.72
19660519,  -0.69
19660520,   1.83
19660523,   1.33
19660524,   1.45
19660525,   0.70
19660526,   0.30
19660527,   0.27
19660531,  -0.88
19660601,   0.76
19660602,   0.17
19660603,   0.15
19660606,   0.08
19660607,  -0.13
19660608,   0.00
19660609,   0.12
19660610,   0.69
19660613,   0.44
19660614,  -0.40
19660615,  -0.05
19660616,  -0.52
19660617,   0.05
19660620,  -0.01
19660621,  -0.52
19660622,  -0.13
19660623,   1.25
19660624,   0.29
19660627,   0.73
19660628,   0.64
19660629,   1.27
19660630,   0.58
19660701,  -0.37
19660705,   0.04
19660706,  -0.44
19660707,   0.28
19660708,   0.03
19660711,   0.29
19660712,   0.22
19660713,   0.56
19660714,   0.32
19660715,   0.23
19660718,  -0.02
19660719,   0.41
19660720,   0.22
19660721,  -0.12
19660722,   0.02
19660725,  -0.09
19660726,   0.17
19660727,   0.40
19660728,  -0.14
19660729,  -0.25
19660801,  -0.10
19660802,   0.33
19660803,   1.01
19660804,   0.67
19660805,   0.24
19660808,  -0.05
19660809,   0.08
19660810,  -0.05
19660811,  -0.13
19660812,   0.23
19660815,   0.14
19660816,  -0.32
19660817,  -0.18
19660818,  -0.17
19660819,   0.22
19660822,  -0.77
19660823,   0.94
19660824,   1.19
19660825,   0.28
19660826,   0.17
19660829,  -1.22
19660830,   2.37
19660831,   1.75
19660901,   0.19
19660902,   0.08
19660906,  -0.12
19660907,  -0.51
19660908,   0.94
19660909,   0.96
19660912,   2.19
19660913,   0.10
19660914,   0.60
19660915,  -0.24
19660916,   0.13
19660919,   0.28
19660920,   0.26
19660921,   0.09
19660922,   0.44
19660923,  -0.04
19660926,   0.65
19660927,  -0.12
19660928,   0.09
19660929,   0.03
19660930,   0.21
19661003,  -0.55
19661004,   0.46
19661005,  -0.45
19661006,  -0.46
19661007,  -0.77
19661010,   2.90
19661011,  -0.01
19661012,   1.83
19661013,   0.16
19661014,  -0.17
19661017,   0.22
19661018,   0.63
19661019,  -0.57
19661020,  -0.59
19661021,  -0.17
19661024,  -0.57
19661025,  -0.07
19661026,   0.78
19661027,   0.23
19661028,   0.39
19661031,   0.35
19661101,   0.74
19661102,   0.43
19661103,  -0.01
19661104,  -0.34
19661107,   0.16
19661109,   0.09
19661110,   0.19
19661111,   0.32
19661114,   0.58
19661115,  -0.39
19661116,  -0.63
19661117,   0.66
19661118,   0.34
19661121,   0.79
19661122,  -0.27
19661123,  -0.86
19661125,  -1.11
19661128,  -0.40
19661129,   0.15
19661130,  -0.91
19661201,   0.20
19661202,   0.41
19661205,  -0.45
19661206,  -0.10
19661207,   0.01
19661208,   0.32
19661209,   0.54
19661212,  -0.10
19661213,   0.67
19661214,  -0.45
19661215,   0.57
19661216,   0.08
19661219,  -0.19
19661220,   0.35
19661221,   0.03
19661222,   0.17
19661223,   0.28
19661227,   0.45
19661228,   0.71
19661229,   0.61
19661230,   0.25
19670103,   1.63
19670104,   0.21
19670105,  -0.41
19670106,   0.45
19670109,  -0.14
19670110,   0.57
19670111,  -0.55
19670112,   0.37
19670113,   0.33
19670116,   0.63
19670117,   0.07
19670118,   0.70
19670119,   0.35
19670120,   0.04
19670123,   0.24
19670124,   0.47
19670125,   1.26
19670126,  -0.14
19670127,  -0.61
19670130,  -0.23
19670131,   0.79
19670201,   0.31
19670202,  -0.07
19670203,  -0.50
19670206,   0.52
19670207,   0.40
19670208,  -0.27
19670209,   0.86
19670210,  -0.25
19670213,   0.35
19670214,  -0.30
19670215,   0.73
19670216,   0.76
19670217,   0.12
19670220,  -0.10
19670221,  -0.18
19670223,  -0.01
19670224,   0.25
19670227,   0.81
19670228,  -0.26
19670301,  -0.06
19670302,   0.18
19670303,   0.00
19670306,  -0.12
19670307,   0.05
19670308,  -0.18
19670309,  -0.48
19670310,   0.71
19670313,   0.47
19670314,   0.23
19670315,  -0.22
19670316,   0.40
19670317,   0.49
19670320,   0.13
19670321,   0.59
19670322,  -0.05
19670323,   0.20
19670327,   0.38
19670328,   0.17
19670329,   0.44
19670330,   0.15
19670331,   0.21
19670403,   0.77
19670404,   0.09
19670405,   0.01
19670406,   0.08
19670407,   0.57
19670410,   0.14
19670411,   0.45
19670412,  -0.10
19670413,   0.07
19670414,   0.56
19670417,   0.47
19670418,  -0.01
19670419,   0.15
19670420,   0.19
19670421,  -0.25
19670424,   0.15
19670425,   0.18
19670426,   0.36
19670427,  -0.09
19670428,  -0.07
19670501,   0.20
19670502,  -0.32
19670503,  -0.30
19670504,   0.36
19670505,   0.71
19670508,   0.45
19670509,   1.25
19670510,   0.02
19670511,  -0.64
19670512,   0.04
19670515,   0.34
19670516,  -0.21
19670517,   0.03
19670518,  -0.19
19670519,  -0.07
19670522,  -0.36
19670523,  -0.09
19670524,   0.47
19670525,   0.33
19670526,   0.16
19670529,  -0.04
19670531,   0.96
19670601,   0.29
19670602,  -0.09
19670605,   0.09
19670606,   0.82
19670607,   0.57
19670608,  -0.09
19670609,  -0.01
19670612,  -0.08
19670613,  -0.02
19670614,  -0.22
19670615,  -0.18
19670616,   0.57
19670619,   0.08
19670620,  -0.30
19670621,   0.49
19670622,   0.17
19670623,  -0.41
19670626,   0.16
19670627,   0.04
19670628,  -0.26
19670629,   0.88
19670630,  -0.37
19670703,  -0.17
19670705,  -0.41
19670706,  -0.19
19670707,  -0.45
19670710,  -0.24
19670711,   0.92
19670712,   0.13
19670713,  -0.12
19670714,  -0.20
19670717,   0.51
19670718,  -0.01
19670719,   0.75
19670720,   0.32
19670721,   0.25
19670724,   0.31
19670725,  -0.05
19670726,  -0.14
19670727,   0.08
19670728,   0.15
19670731,  -0.07
19670801,  -0.15
19670802,   0.06
19670803,   0.41
19670804,   0.01
19670807,   0.07
19670808,   0.16
19670809,   0.06
19670810,   0.54
19670811,   0.30
19670814,   0.17
19670815,  -0.12
19670816,   0.36
19670817,  -0.13
19670818,   0.28
19670821,   0.05
19670822,   0.21
19670823,   0.40
19670824,   0.03
19670825,   0.01
19670828,   0.17
19670829,   0.54
19670830,   0.47
19670831,   0.16
19670901,   0.11
19670905,   0.02
19670906,  -0.13
19670907,   0.26
19670908,  -0.15
19670911,  -0.22
19670912,   0.09
19670913,   0.17
19670914,   0.83
19670915,   0.10
19670918,  -0.61
19670919,   0.37
19670920,  -0.03
19670921,  -0.04
19670922,   0.25
19670925,  -0.26
19670926,   0.71
19670927,  -0.03
19670928,  -0.49
19670929,  -0.11
19671002,   0.19
19671003,   0.07
19671004,   0.29
19671005,  -0.27
19671006,  -0.57
19671009,  -0.43
19671010,   0.24
19671011,   0.02
19671012,   0.11
19671013,  -0.33
19671016,   0.05
19671017,   0.32
19671018,  -0.45
19671019,   0.13
19671020,  -0.39
19671023,   0.04
19671024,   0.09
19671025,  -0.48
19671026,  -0.12
19671027,   0.03
19671030,  -0.64
19671031,  -0.02
19671101,  -0.19
19671102,   0.34
19671103,   0.15
19671106,   0.05
19671108,   0.46
19671109,   0.20
19671110,   0.48
19671113,   0.50
19671114,   0.12
19671115,   0.35
19671116,   0.78
19671117,   0.46
19671120,   0.23
19671121,   0.16
19671122,   0.47
19671124,  -0.13
19671127,   0.03
19671128,   0.24
19671129,   0.48
19671130,   0.27
19671201,  -0.49
19671204,  -0.96
19671205,   0.33
19671206,  -0.05
19671207,   0.15
19671208,  -0.16
19671211,  -0.51
19671212,   0.02
19671213,  -0.04
19671214,   0.52
19671215,   1.08
19671218,   0.29
19671219,   0.04
19671220,  -0.07
19671221,  -0.08
19671222,   0.01
19671226,   0.36
19671227,  -0.19
19671228,   0.45
19671229,   0.22
19680102,   0.92
19680103,   1.08
19680104,  -0.17
19680105,  -0.37
19680108,  -0.66
19680109,   0.99
19680110,   0.32
19680111,  -0.05
19680112,  -0.30
19680115,   0.29
19680116,  -0.22
19680117,   0.11
19680118,  -0.18
19680119,   0.43
19680122,   0.35
19680123,   0.27
19680124,  -0.06
19680125,   0.01
19680126,  -0.40
19680129,  -0.14
19680130,  -0.22
19680131,   0.00
19680201,   0.45
19680202,   0.59
19680205,   0.20
19680206,  -0.06
19680207,   0.14
19680208,  -0.28
19680209,   0.27
19680213,  -0.31
19680214,   2.47
19680215,   0.40
19680216,  -0.24
19680219,   0.37
19680220,   0.54
19680221,  -0.06
19680223,   0.08
19680226,  -0.40
19680227,   0.64
19680228,  -0.68
19680229,  -0.81
19680301,  -0.78
19680304,  -1.33
19680305,   0.60
19680306,   2.67
19680307,   0.17
19680308,  -0.09
19680311,   1.50
19680312,   0.41
19680313,  -0.02
19680314,   0.63
19680315,   0.98
19680318,   0.68
19680319,  -0.14
19680320,  -0.16
19680321,  -0.37
19680322,   0.14
19680325,  -0.10
19680326,   0.24
19680327,   0.22
19680328,   0.02
19680329,   0.16
19680401,  -0.66
19680402,  -0.25
19680403,  -0.33
19680404,   1.02
19680405,   0.95
19680408,  -0.99
19680410,   0.18
19680411,   0.00
19680415,   0.59
19680416,   0.53
19680417,   0.68
19680418,   0.47
19680419,   0.88
19680422,  -0.03
19680423,  -1.75
19680424,   0.18
19680425,   0.33
19680426,   0.04
19680429,   0.32
19680430,   0.22
19680501,   0.19
19680502,  -0.22
19680503,   0.58
19680506,   0.10
19680507,  -0.35
19680508,  -0.10
19680509,   0.48
19680510,  -0.73
19680513,  -0.26
19680514,   0.14
19680515,   0.05
19680516,   0.31
19680517,   0.30
19680520,   0.13
19680521,  -0.12
19680522,  -0.09
19680523,  -0.25
19680524,   0.04
19680527,  -0.07
19680528,   0.26
19680529,   0.50
19680531,   0.42
19680603,  -0.30
19680604,   0.39
19680605,   0.77
19680606,  -0.75
19680607,  -0.41
19680610,   0.77
19680611,   0.32
19680613,   1.43
19680614,   0.92
19680617,   1.43
19680618,   0.04
19680620,  -0.40
19680621,   0.22
19680624,   0.65
19680625,   0.43
19680627,   0.01
19680628,   0.59
19680701,  -0.04
19680702,   0.27
19680703,   0.26
19680708,   0.14
19680709,  -0.19
19680711,  -0.16
19680712,  -0.19
19680715,  -0.09
19680716,  -0.24
19680718,  -0.54
19680719,  -0.92
19680722,  -0.85
19680723,   0.60
19680725,  -0.46
19680726,  -0.04
19680729,  -0.03
19680730,   0.54
19680801,   0.19
19680802,   0.38
19680805,   0.81
19680806,   0.11
19680808,   0.08
19680809,   0.16
19680812,   0.42
19680813,   0.04
19680815,   0.09
19680816,  -0.05
19680819,  -0.01
19680820,  -0.11
19680822,   0.16
19680823,   0.07
19680826,  -0.19
19680827,   0.47
19680829,   0.13
19680830,   0.44
19680903,   0.08
19680904,  -0.04
19680905,   0.54
19680906,   0.54
19680909,   0.17
19680910,   0.37
19680912,  -0.27
19680913,  -0.12
19680916,  -0.37
19680917,   0.12
19680919,  -0.10
19680920,   0.07
19680923,   0.33
19680924,  -0.04
19680926,   0.47
19680927,  -0.34
19680930,  -0.03
19681001,  -0.11
19681003,   0.51
19681004,   0.55
19681007,   0.21
19681008,   0.28
19681010,   0.20
19681011,   0.10
19681014,   0.04
19681015,  -0.05
19681017,   0.28
19681018,   0.04
19681021,   0.04
19681022,   0.11
19681024,  -0.04
19681025,   0.01
19681028,   0.17
19681029,   0.30
19681031,  -0.46
19681101,   0.34
19681104,   0.58
19681106,  -0.20
19681107,   0.21
19681108,   0.29
19681112,   0.09
19681113,   0.14
19681114,   0.42
19681115,  -0.03
19681118,  -0.14
19681119,   0.08
19681121,   0.05
19681122,   0.31
19681125,   0.18
19681126,   0.25
19681127,  -0.15
19681129,   0.45
19681202,   0.42
19681203,   0.18
19681205,   0.03
19681206,  -0.05
19681209,   0.09
19681210,   0.20
19681212,  -0.18
19681213,  -0.27
19681216,   0.05
19681217,   0.47
19681219,   0.12
19681220,   0.21
19681223,   0.05
19681224,   0.44
19681226,   0.18
19681227,   0.44
19681230,   0.31
19681231,  -0.16
19690102,   0.67
19690103,   0.19
19690106,   0.50
19690107,   0.72
19690108,   0.24
19690109,   0.26
19690110,   0.13
19690113,  -0.02
19690114,   0.63
19690115,   0.47
19690116,   0.55
19690117,   0.20
19690120,   0.28
19690121,   0.45
19690122,   0.10
19690123,   0.62
19690124,   0.01
19690127,   0.06
19690128,  -0.10
19690129,  -0.24
19690130,   0.33
19690131,  -0.12
19690203,   0.02
19690204,  -0.01
19690205,   0.11
19690206,   0.30
19690207,   0.36
19690211,   0.40
19690212,   0.35
19690213,   0.54
19690214,   0.33
19690217,   0.64
19690218,   0.50
19690219,  -0.28
19690220,  -0.06
19690224,   0.07
19690225,   0.06
19690226,   0.92
19690227,  -0.32
19690228,  -0.03
19690303,  -0.28
19690304,   0.91
19690305,   0.19
19690306,  -0.62
19690307,  -0.32
19690310,  -0.11
19690311,   0.30
19690312,   0.05
19690313,  -0.48
19690314,  -0.18
19690317,   0.45
19690318,   0.58
19690319,   0.55
19690320,   0.32
19690321,   0.20
19690324,  -0.27
19690325,  -0.58
19690326,  -0.12
19690327,   0.20
19690328,  -0.01
19690401,   0.58
19690402,   0.46
19690403,   0.29
19690407,   0.02
19690408,  -0.26
19690409,  -0.45
19690410,  -0.09
19690411,   0.20
19690414,   0.09
19690415,  -0.05
19690416,   0.90
19690417,  -0.17
19690418,  -0.05
19690421,   0.25
19690422,   0.01
19690423,  -0.01
19690424,   0.07
19690425,   0.19
19690428,  -0.15
19690429,   0.03
19690430,   0.91
19690501,   0.57
19690502,   0.29
19690505,   0.13
19690506,   0.15
19690507,   0.72
19690508,   0.28
19690509,   0.01
19690512,   0.35
19690513,  -0.46
19690514,  -0.05
19690515,   0.66
19690516,   0.41
19690519,   0.80
19690520,   0.44
19690521,   0.04
19690522,   0.08
19690523,  -0.11
19690526,   0.11
19690527,   0.35
19690528,  -0.17
19690529,  -0.17
19690602,  -0.15
19690603,  -0.28
19690604,   0.17
19690605,   0.01
19690606,   0.36
19690609,   0.06
19690610,   0.07
19690611,  -0.06
19690612,  -0.39
19690613,   0.68
19690616,  -0.10
19690617,  -0.22
19690618,   0.21
19690619,  -0.41
19690620,  -0.07
19690623,  -0.13
19690624,   1.09
19690625,   0.16
19690626,   0.16
19690627,   0.14
19690630,   0.23
19690701,   1.10
19690702,   0.44
19690703,   0.90
19690707,   0.01
19690708,   0.02
19690709,   0.11
19690710,  -0.52
19690711,  -0.07
19690714,  -0.29
19690715,  -0.11
19690716,   0.87
19690717,   0.13
19690718,   0.00
19690722,  -0.80
19690723,  -0.18
19690724,  -0.11
19690725,  -0.62
19690728,  -0.80
19690729,   0.23
19690730,   2.33
19690731,   2.47
19690801,   1.91
19690804,  -0.14
19690805,   0.31
19690806,   0.31
19690807,   0.40
19690808,   0.60
19690811,   0.41
19690812,  -0.11
19690813,  -0.17
19690814,  -0.35
19690815,   0.34
19690818,   0.36
19690819,   0.59
19690820,   0.27
19690821,  -0.08
19690822,  -0.68
19690825,   1.15
19690826,   0.63
19690827,  -0.44
19690828,  -0.06
19690829,   0.27
19690902,   0.53
19690903,   0.73
19690904,   0.46
19690905,   0.30
19690908,   0.09
19690909,  -0.23
19690910,  -0.39
19690911,   0.90
19690912,  -0.06
19690915,  -0.49
19690916,  -0.44
19690917,  -0.05
19690918,  -0.47
19690919,  -0.57
19690922,  -0.64
19690923,   0.04
19690924,   0.31
19690925,   0.43
19690926,   0.17
19690929,  -0.05
19690930,   0.22
19691001,   0.12
19691002,   0.06
19691003,   0.15
19691006,  -0.24
19691007,  -0.16
19691008,   0.10
19691009,  -0.20
19691010,  -0.23
19691013,  -0.27
19691014,   0.58
19691015,   0.47
19691016,   0.40
19691017,  -0.12
19691020,  -0.50
19691021,  -0.15
19691022,   0.71
19691023,   1.04
19691024,   0.33
19691027,  -0.02
19691028,   0.35
19691029,   0.78
19691030,  -0.14
19691031,   0.14
19691103,   0.46
19691104,  -0.18
19691105,   0.10
19691106,   0.04
19691107,   0.34
19691110,   0.10
19691111,   0.14
19691112,   0.31
19691113,   0.47
19691114,   0.12
19691117,   0.10
19691118,   0.30
19691119,  -0.08
19691120,  -0.13
19691121,  -0.01
19691124,  -0.01
19691125,   0.52
19691126,   0.47
19691128,   0.30
19691201,  -0.58
19691202,  -0.09
19691203,  -0.57
19691204,   0.96
19691205,  -0.31
19691208,  -1.32
19691209,  -0.47
19691210,  -0.04
19691211,  -0.15
19691212,   0.26
19691215,  -0.15
19691216,  -0.45
19691217,  -0.22
19691218,   1.06
19691219,   0.92
19691222,  -0.69
19691223,   0.20
19691224,   1.83
19691226,   0.55
19691229,  -0.50
19691230,   0.01
19691231,   0.52
19700102,   2.55
19700105,   0.87
19700106,   0.39
19700107,   0.13
19700108,   0.15
19700109,   0.08
19700112,   0.14
19700113,  -0.13
19700114,   0.04
19700115,   0.07
19700116,   0.55
19700119,   0.25
19700120,   0.33
19700121,   0.28
19700122,   0.11
19700123,  -0.08
19700126,   0.06
19700127,  -0.03
19700128,  -0.43
19700129,  -0.21
19700130,  -0.01
19700202,   0.53
19700203,   1.28
19700204,  -0.22
19700205,  -0.50
19700206,   0.65
19700209,   0.09
19700210,  -0.72
19700211,  -0.27
19700212,  -0.36
19700213,  -0.43
19700216,  -0.20
19700217,  -0.16
19700218,   0.97
19700219,   1.01
19700220,   0.67
19700224,  -0.10
19700225,   0.18
19700226,   0.17
19700227,   0.31
19700302,   0.43
19700303,  -0.11
19700304,   0.15
19700305,   0.09
19700306,   0.22
19700309,   0.06
19700310,   0.82
19700311,   0.13
19700312,   0.11
19700313,  -0.70
19700316,   0.18
19700317,   0.55
19700318,   0.13
19700319,  -0.11
19700320,  -0.55
19700323,   0.33
19700324,   0.84
19700325,   1.12
19700326,   0.10
19700330,   0.72
19700331,   0.05
19700401,   0.25
19700402,   0.12
19700403,  -0.27
19700406,  -0.55
19700407,  -0.14
19700408,   0.16
19700409,  -0.26
19700410,  -0.05
19700413,  -0.72
19700414,  -0.05
19700415,  -0.10
19700416,  -1.08
19700417,   0.67
19700420,   1.05
19700421,  -0.16
19700422,  -0.75
19700423,  -0.54
19700424,   0.17
19700427,  -1.27
19700428,  -0.08
19700429,   4.23
19700430,  -0.12
19700501,  -0.21
19700504,  -2.07
19700505,  -0.51
19700506,   2.40
19700507,   0.75
19700508,  -0.11
19700511,  -0.70
19700512,  -0.47
19700513,  -0.55
19700514,   0.11
19700515,   1.95
19700518,   0.48
19700519,  -1.15
19700520,  -1.63
19700521,  -0.61
19700522,   0.71
19700525,  -1.74
19700526,   1.11
19700527,   6.19
19700528,   2.09
19700529,   1.46
19700601,   2.12
19700602,   1.70
19700603,   0.40
19700604,   1.39
19700605,   0.66
19700608,   0.12
19700609,  -0.10
19700610,   0.24
19700611,   0.52
19700612,  -0.03
19700615,   0.66
19700616,   0.28
19700617,   0.92
19700618,  -0.45
19700619,   0.22
19700622,   0.40
19700623,   1.46
19700624,   0.89
19700625,  -0.02
19700626,   0.48
19700629,   0.36
19700630,  -0.04
19700701,   0.30
19700702,  -0.75
19700706,  -1.02
19700707,  -0.26
19700708,   2.64
19700709,   1.00
19700710,  -0.01
19700713,   0.29
19700714,  -0.03
19700715,   0.54
19700716,   0.21
19700717,   0.95
19700720,   0.32
19700721,  -0.07
19700722,   0.30
19700723,   0.30
19700724,  -0.17
19700727,   0.11
19700728,  -0.28
19700729,  -0.14
19700730,   0.50
19700731,   0.19
19700803,   0.77
19700804,   0.26
19700805,  -0.22
19700806,  -0.34
19700807,  -0.50
19700810,   0.42
19700811,   0.29
19700812,  -0.53
19700813,  -0.21
19700814,   0.41
19700817,   0.48
19700818,   0.52
19700819,  -0.43
19700820,   0.10
19700821,   0.33
19700824,   1.44
19700825,   0.59
19700826,   1.07
19700827,   0.30
19700828,   0.05
19700831,   0.70
19700901,   1.16
19700902,   0.06
19700903,  -0.22
19700904,  -0.57
19700908,  -0.32
19700909,   1.30
19700910,   0.64
19700911,  -0.67
19700914,   0.91
19700915,   1.20
19700916,  -0.90
19700917,  -0.86
19700918,  -0.68
19700921,   1.40
19700922,   0.33
19700923,  -0.68
19700924,  -1.24
19700925,   1.09
19700928,  -0.14
19700929,  -0.08
19700930,   1.12
19701001,   0.15
19701002,  -0.47
19701005,   0.20
19701006,   2.07
19701007,   0.72
19701008,   1.49
19701009,   0.59
19701012,   0.60
19701013,  -0.06
19701014,  -0.07
19701015,   0.05
19701016,   0.35
19701019,   0.58
19701020,   0.49
19701021,   0.01
19701022,  -0.09
19701023,   0.56
19701026,  -0.29
19701027,  -0.36
19701028,   0.92
19701029,  -0.49
19701030,  -0.24
19701102,   0.44
19701103,   1.08
19701104,  -0.57
19701105,  -0.52
19701106,   0.12
19701109,   0.02
19701110,  -0.06
19701111,   0.34
19701112,  -0.61
19701113,  -0.20
19701116,  -0.02
19701117,   0.08
19701118,  -0.85
19701119,  -0.12
19701120,   0.66
19701123,  -0.06
19701124,  -0.10
19701125,  -0.20
19701127,   0.76
19701130,   1.39
19701201,   0.71
19701202,   0.68
19701203,  -0.19
19701204,   0.10
19701207,  -0.23
19701208,   0.26
19701209,   0.12
19701210,   0.12
19701211,   0.25
19701214,   0.58
19701215,   0.09
19701216,  -0.14
19701217,  -0.04
19701218,   0.04
19701221,   0.34
19701222,  -0.33
19701223,   0.13
19701224,   0.96
19701228,   0.25
19701229,   0.29
19701230,   0.53
19701231,   0.54
19710104,   0.48
19710105,   0.19
19710106,   0.21
19710107,   0.48
19710108,   0.13
19710111,   0.00
19710112,  -0.37
19710113,   0.25
19710114,   0.20
19710115,   0.28
19710118,   0.18
19710119,   0.66
19710120,   0.42
19710121,   0.27
19710122,   0.26
19710125,   0.41
19710126,   0.84
19710127,   0.56
19710128,  -0.25
19710129,   0.46
19710201,  -0.27
19710202,   0.18
19710203,  -0.11
19710204,   0.64
19710205,   0.14
19710208,  -0.40
19710209,   1.00
19710210,   0.36
19710211,  -0.03
19710212,  -0.32
19710216,   0.51
19710217,   0.26
19710218,   1.13
19710219,   1.19
19710222,   0.34
19710223,  -0.54
19710224,  -0.16
19710225,   0.21
19710226,   0.47
19710301,  -0.25
19710302,  -0.46
19710303,  -0.06
19710304,  -0.13
19710305,  -0.22
19710308,   0.20
19710309,   1.09
19710310,   0.34
19710311,   0.63
19710312,   0.15
19710315,  -0.43
19710316,   0.36
19710317,   0.27
19710318,   0.30
19710319,  -0.12
19710322,   0.51
19710323,   0.32
19710324,   0.43
19710325,   0.42
19710326,  -0.18
19710329,  -0.06
19710330,   0.13
19710331,   0.04
19710401,  -0.23
19710402,   0.00
19710405,  -0.06
19710406,   0.52
19710407,   0.68
19710408,  -0.05
19710412,  -0.09
19710413,   0.30
19710414,   0.35
19710415,   0.13
19710416,   0.03
19710419,   0.21
19710420,   0.55
19710421,   0.26
19710422,  -0.12
19710423,   0.15
19710426,  -0.12
19710427,  -0.43
19710428,   0.16
19710429,   0.51
19710430,   0.33
19710503,   0.04
19710504,  -0.03
19710505,  -0.10
19710506,   0.40
19710507,   0.28
19710510,   0.27
19710511,  -0.01
19710512,  -0.04
19710513,   0.06
19710514,   0.03
19710517,   0.43
19710518,   0.35
19710519,   0.14
19710520,  -0.27
19710521,  -0.23
19710524,  -0.07
19710525,   0.11
19710526,   0.48
19710527,   0.20
19710528,   0.44
19710601,   0.05
19710602,  -0.16
19710603,  -0.14
19710604,   0.15
19710607,  -0.43
19710608,   0.14
19710609,   0.22
19710610,  -0.05
19710611,   0.09
19710614,  -0.04
19710615,   0.10
19710616,  -0.03
19710617,  -0.28
19710618,   0.23
19710621,   0.43
19710622,   0.74
19710623,   0.31
19710624,  -0.04
19710625,   0.02
19710628,  -0.17
19710629,   0.40
19710630,   0.23
19710701,   0.12
19710702,   0.13
19710706,  -0.01
19710707,   0.30
19710708,   0.16
19710709,  -0.05
19710712,   0.16
19710713,  -0.09
19710714,   0.12
19710715,  -0.23
19710716,  -0.38
19710719,   0.09
19710720,   0.15
19710721,   0.05
19710722,   0.02
19710723,   0.00
19710726,  -0.20
19710727,   0.06
19710728,   0.34
19710729,   0.36
19710730,   0.53
19710802,   1.24
19710803,  -0.44
19710804,   0.33
19710805,   0.89
19710806,   0.65
19710809,  -0.44
19710810,   0.38
19710811,   1.42
19710812,   1.04
19710813,   0.26
19710816,   2.03
