,ST_Rev
20180201,  -0.06
20180202,  -0.43
20180205,   0.52
20180206,   0.92
20180207,  -0.88
20180208,   0.56
20180209,   0.00
20180212,   0.50
20180213,  -0.89
20180214,   0.13
20180215,  -0.43
20180216,   0.01
20180220,  -0.06
20180221,  -0.41
20180222,   0.80
20180223,  -0.03
20180226,  -0.09
20180227,  -0.34
20180228,  -0.75
20180301,   0.44
20180302,  -0.18
20180305,   0.08
20180306,  -0.01
20180307,  -0.35
20180308,   0.16
20180309,  -0.03
20180312,  -0.05
20180313,   0.56
20180314,  -0.25
20180315,  -0.16
20180316,   0.47
20180319,   0.16
20180320,  -0.81
20180321,   0.46
20180322,  -0.44
20180323,   0.23
20180326,  -0.01
20180327,   0.44
20180328,   0.77
20180329,   0.43
20180402,  -0.14
20180403,  -0.01
20180404,   0.58
20180405,   0.11
20180406,  -0.55
20180409,   0.36
20180410,   1.01
20180411,  -0.33
20180412,   0.85
20180413,  -0.47
20180416,  -0.19
20180417,   0.35
20180418,  -0.42
20180419,   0.36
20180420,  -0.06
20180423,  -0.21
20180424,  -0.07
20180425,  -0.28
20180426,  -0.01
20180427,  -0.07
20180430,   0.20
20180501,   0.36
20180502,  -0.53
20180503,   0.12
20180504,   0.18
20180507,  -0.39
20180508,  -0.32
20180509,  -0.41
20180510,   0.14
20180511,   0.35
20180514,   0.10
20180515,  -0.05
20180516,   0.10
20180517,   0.08
20180518,   0.23
20180521,  -0.05
20180522,   0.34
20180523,  -0.17
20180524,  -0.03
20180525,  -0.02
20180529,  -0.31
20180530,   0.14
20180531,   0.00
20180601,  -0.88
20180604,  -0.14
20180605,  -0.30
20180606,   0.22
20180607,   0.97
20180608,  -0.21
20180611,  -0.18
20180612,  -0.10
20180613,  -0.02
20180614,  -0.63
20180615,  -0.60
20180618,   0.17
20180619,  -0.09
20180620,  -0.11
20180621,  -0.16
20180622,   0.88
20180625,   0.33
20180626,   0.11
20180627,  -0.03
20180628,   0.23
20180629,   0.59
20180702,   0.23
20180703,  -0.37
20180705,  -0.15
20180706,  -0.17
20180709,   1.41
20180710,   0.09
20180711,  -0.48
20180712,  -0.13
20180713,  -0.04
20180716,   0.53
20180717,   0.30
20180718,   0.80
20180719,  -0.20
20180720,  -0.17
20180723,   0.12
20180724,  -0.33
20180725,  -0.63
20180726,   0.71
20180727,   0.48
20180730,   0.43
20180731,   0.20
20180801,   0.25
20180802,   0.35
20180803,   0.52
20180806,   0.54
20180807,   0.02
20180808,  -0.17
20180809,   0.15
20180810,  -0.35
20180813,  -0.43
20180814,  -0.51
20180815,  -0.44
20180816,  -0.20
20180817,  -0.22
20180820,   0.03
20180821,   0.61
20180822,   0.61
20180823,  -0.37
20180824,   0.38
20180827,   0.73
20180828,  -0.25
20180829,  -0.38
20180830,  -0.39
20180831,  -0.40
20180904,  -0.81
20180905,   0.79
20180906,  -0.64
20180907,  -0.41
20180910,  -0.14
20180911,  -0.12
20180912,  -0.09
20180913,  -0.12
20180914,   0.05
20180917,   0.53
20180918,  -0.69
20180919,   0.72
20180920,   0.38
20180921,  -0.18
20180924,   0.17
20180925,  -0.24
20180926,  -0.13
20180927,  -0.28
20180928,  -0.13
20181001,  -0.06
20181002,  -0.07
20181003,   0.69
20181004,   0.22
20181005,   0.00
20181008,  -0.04
20181009,  -0.90
20181010,   0.13
20181011,   1.24
20181012,   1.50
20181015,  -0.07
20181016,   1.18
20181017,  -0.18
20181018,  -0.97
20181019,  -0.74
20181022,  -0.10
20181023,  -0.05
20181024,  -1.93
20181025,   1.42
20181026,  -0.34
20181029,  -2.19
20181030,   0.47
20181031,   2.57
20181101,   3.05
20181102,  -0.36
20181105,   0.11
20181106,   0.15
20181107,   1.34
20181108,  -0.84
20181109,  -0.07
20181112,  -1.01
20181113,  -0.27
20181114,  -0.35
20181115,   0.99
20181116,  -0.40
20181119,  -1.20
20181120,  -0.05
20181121,   1.29
20181123,  -0.59
20181126,   0.66
20181127,  -0.33
20181128,   0.63
20181129,   0.44
20181130,  -0.78
20181203,   1.35
20181204,  -0.51
20181206,  -0.46
20181207,  -0.33
20181210,  -0.41
20181211,  -0.73
20181212,  -0.02
20181213,  -0.49
20181214,  -0.05
20181217,   0.82
20181218,   0.16
20181219,  -0.58
20181220,  -0.36
20181221,  -0.06
20181224,   0.11
20181226,   0.99
20181227,  -0.49
20181228,   0.00
20181231,  -0.06
20190102,   1.96
20190103,   0.33
20190104,   1.63
20190107,   0.56
20190108,   0.25
20190109,   0.58
20190110,   0.11
20190111,  -0.08
20190114,  -0.17
20190115,   0.69
20190116,  -0.65
20190117,  -0.12
20190118,  -0.17
20190122,   0.59
20190123,   0.80
20190124,  -0.52
20190125,  -0.94
20190128,  -0.02
20190129,   0.46
20190130,   0.09
20190131,   0.77
20190201,  -0.20
20190204,  -0.17
20190205,  -0.08
20190206,  -0.37
20190207,   0.16
20190208,  -0.23
20190211,   0.24
20190212,   0.29
20190213,   0.27
20190214,   0.13
20190215,   0.52
20190219,   0.02
20190220,  -0.08
20190221,  -0.11
20190222,  -0.72
20190225,  -0.27
20190226,   0.08
20190227,  -0.34
20190228,   0.15
20190301,  -0.03
20190304,   0.31
20190305,   0.05
20190306,  -0.11
20190307,  -0.19
20190308,  -0.12
20190311,  -0.15
20190312,  -0.12
20190313,   0.19
20190314,  -0.10
20190315,  -0.22
20190318,   0.23
20190319,  -0.03
20190320,  -0.53
20190321,  -0.82
20190322,  -0.30
20190325,   0.22
20190326,   0.24
20190327,   0.36
20190328,   0.29
20190329,  -0.04
20190401,   0.82
20190402,   0.12
20190403,  -0.01
20190404,   1.03
20190405,  -0.30
20190408,  -0.33
20190409,   0.25
20190410,  -0.17
20190411,  -0.17
20190412,  -0.46
20190415,  -0.08
20190416,  -0.28
20190417,  -1.61
20190418,   0.14
20190422,   0.76
20190423,   0.46
20190424,   0.22
20190425,   0.93
20190426,   0.22
20190429,  -0.16
20190430,   0.52
20190501,  -0.31
20190502,   0.37
20190503,   0.34
20190506,   0.70
20190507,  -0.25
20190508,   0.16
20190509,  -0.55
20190510,  -0.64
20190513,  -0.48
20190514,   0.54
20190515,   0.42
20190516,  -0.33
20190517,  -0.96
20190520,  -0.71
20190521,   0.76
20190522,  -1.37
20190523,  -0.89
20190524,  -0.29
20190528,  -0.21
20190529,   0.25
20190530,  -0.60
20190531,  -0.82
20190603,   0.33
20190604,   1.90
20190605,  -1.32
20190606,  -0.23
20190607,   0.41
20190610,   0.79
20190611,   0.83
20190612,  -0.70
20190613,   0.98
20190614,  -0.62
20190617,   0.57
20190618,   0.63
20190619,  -0.40
20190620,   0.37
20190621,   0.29
20190624,  -0.08
20190625,  -0.18
20190626,  -0.26
20190627,   0.24
20190628,   0.13
20190701,  -0.03
20190702,   0.52
20190703,   0.03
20190705,   0.28
20190708,   0.16
20190709,  -0.30
20190710,   0.03
20190711,  -0.06
20190712,  -0.06
20190715,   0.35
20190716,   0.20
20190717,   0.08
20190718,  -0.10
20190719,   0.19
20190722,  -0.50
20190723,   0.09
20190724,  -0.51
20190725,   0.09
20190726,  -0.41
20190729,  -0.09
20190730,   0.60
20190731,  -0.01
20190801,  -0.05
20190802,   0.16
20190805,  -0.10
20190806,  -0.34
20190807,  -0.45
20190808,   0.48
20190809,  -1.21
20190812,  -0.77
20190813,   0.39
20190814,  -1.14
20190815,  -0.72
20190816,   0.87
20190819,   0.40
20190820,  -0.21
20190821,  -0.10
20190822,  -0.21
20190823,  -0.72
20190826,  -0.23
20190827,  -0.77
20190828,   1.06
20190829,   1.06
20190830,   0.04
20190903,  -0.65
20190904,   0.40
20190905,   1.24
20190906,  -0.26
20190909,   0.52
20190910,  -0.25
20190911,  -0.16
20190912,   0.60
20190913,  -0.31
20190916,  -0.06
20190917,   1.68
20190918,   0.36
20190919,   0.56
20190920,   0.23
20190923,  -0.06
20190924,   0.58
20190925,  -0.72
20190926,   0.22
20190927,  -0.67
20190930,   0.32
20191001,   0.84
20191002,   0.73
20191003,   0.72
20191004,  -0.19
20191007,  -0.01
20191008,  -0.45
20191009,  -0.22
20191010,   0.50
20191011,   1.67
20191014,  -0.11
20191015,   0.86
20191016,  -0.26
20191017,  -0.12
20191018,  -0.69
20191021,   0.27
20191022,  -0.07
20191023,   0.44
20191024,   0.42
20191025,  -0.24
20191028,  -0.44
20191029,   0.58
20191030,   0.64
20191031,   0.30
20191101,  -0.29
20191104,  -1.06
20191105,   0.27
20191106,   0.54
20191107,  -0.90
20191108,  -0.45
20191111,   0.27
20191112,   0.19
20191113,   0.38
20191114,   0.24
20191115,  -0.13
20191118,  -0.22
20191119,  -0.01
20191120,   0.08
20191121,   0.19
20191122,   0.13
20191125,  -0.20
20191126,   0.39
20191127,   0.21
20191129,  -0.06
20191202,   0.01
20191203,  -0.03
20191204,   0.55
20191205,   0.15
20191206,   0.53
20191209,   0.09
20191210,  -0.21
20191211,   0.11
20191212,   0.72
20191213,   0.23
20191216,  -0.30
20191217,  -0.20
20191218,  -0.26
20191219,   0.12
20191220,   0.17
20191223,  -0.37
20191224,  -0.07
20191226,  -0.47
20191227,   0.37
20191230,  -0.32
20191231,   0.13
20200102,  -0.10
20200103,   0.26
20200106,  -0.22
20200107,  -0.38
20200108,   0.31
20200109,  -0.23
20200110,  -0.19
20200113,  -0.39
20200114,   0.28
20200115,  -0.57
20200116,  -0.08
20200117,  -0.34
20200121,  -0.88
20200122,  -0.27
20200123,   0.04
20200124,  -0.75
20200127,  -0.29
20200128,  -0.23
20200129,  -0.81
20200130,   0.07
20200131,  -0.20
20200203,  -0.44
20200204,  -0.21
20200205,   2.14
20200206,  -1.00
20200207,  -0.78
20200210,  -0.93
20200211,   0.84
20200212,   0.36
20200213,  -0.46
20200214,  -0.44
20200218,  -0.52
20200219,   0.00
20200220,  -0.11
20200221,   0.25
20200224,  -0.30
20200225,  -0.24
20200226,  -0.64
20200227,   0.30
20200228,   1.34
20200302,  -0.56
20200303,  -0.70
20200304,  -1.28
20200305,  -2.73
20200306,  -1.30
20200309,  -7.40
20200310,   3.63
20200311,  -2.85
20200312,  -4.00
20200313,   4.07
20200316,  -6.07
20200317,  -7.34
20200318,  -9.13
20200319,  12.28
20200320,   4.16
20200323,   1.17
20200324,  10.90
20200325,   9.80
20200326,   2.77
20200327,  -2.82
20200330,  -5.11
20200331,   0.37
20200401,  -4.48
20200402,  -1.26
20200403,  -1.29
20200406,   6.75
20200407,   4.34
20200408,   4.76
20200409,   3.67
20200413,  -1.09
20200414,  -0.77
20200415,  -1.54
20200416,  -2.05
20200417,   1.71
20200420,  -1.07
20200421,   0.78
20200422,  -0.91
20200423,   0.84
20200424,  -0.14
20200427,   2.99
20200428,   2.76
20200429,  -0.78
20200430,   0.51
20200501,   2.39
20200504,  -1.14
20200505,  -0.62
20200506,  -1.90
20200507,  -0.25
20200508,   1.49
20200511,  -2.87
20200512,  -1.15
20200513,  -0.55
20200514,   0.74
20200515,  -0.94
20200518,   2.97
20200519,  -0.99
20200520,  -0.22
20200521,  -0.21
20200522,  -0.70
20200526,   0.93
20200527,   1.09
20200528,   1.82
20200529,  -1.07
20200601,  -0.12
20200602,  -0.47
20200603,  -0.21
20200604,  -0.95
20200605,  -1.56
20200608,  -2.35
20200609,   3.54
20200610,   5.13
20200611,   4.40
20200612,  -2.35
20200615,  -0.31
20200616,  -0.87
20200617,   1.00
20200618,  -0.04
20200619,   0.55
20200622,   0.30
20200623,  -0.20
20200624,  -0.28
20200625,  -0.19
20200626,   0.69
20200629,   1.83
20200630,  -0.24
20200701,   0.10
20200702,   0.06
20200706,  -0.15
20200707,  -2.86
20200708,  -0.71
20200709,  -3.39
20200710,   3.12
20200713,   1.81
20200714,  -0.81
20200715,   3.29
20200716,   0.12
20200717,  -0.92
20200720,  -2.08
20200721,   3.06
20200722,  -0.57
20200723,   0.35
20200724,  -0.18
20200727,  -0.90
20200728,   0.96
20200729,  -0.54
20200730,  -0.67
20200731,   0.09
20200803,   0.09
20200804,  -0.23
20200805,  -0.35
20200806,  -0.04
20200807,   0.24
20200810,  -0.47
20200811,   0.88
20200812,   0.44
20200813,  -0.16
20200814,  -0.03
20200817,   0.73
20200818,   0.60
20200819,  -0.58
20200820,  -0.30
20200821,  -0.95
20200824,   0.35
20200825,   0.04
20200826,  -1.05
20200827,   0.26
20200828,  -0.41
20200831,   0.04
20200901,  -1.49
20200902,   0.85
20200903,   1.31
20200904,  -0.76
20200908,   0.53
20200909,  -0.79
20200910,  -0.51
20200911,   0.36
20200914,  -0.49
20200915,  -1.07
20200916,   0.97
20200917,  -0.01
20200918,  -0.30
20200921,   2.23
20200922,   1.17
20200923,  -0.23
20200924,   1.12
20200925,   0.15
20200928,   1.09
20200929,  -0.50
20200930,   0.04
20201001,   0.46
20201002,  -0.03
20201005,  -0.11
20201006,  -0.52
20201007,  -0.70
20201008,   0.55
20201009,  -0.02
20201012,   0.22
20201013,  -0.61
20201014,   0.53
20201015,   0.13
20201016,   0.40
20201019,  -0.44
20201020,  -0.15
20201021,  -0.12
20201022,   0.02
20201023,  -0.07
20201026,   0.72
20201027,   0.11
20201028,  -0.06
20201029,  -0.28
20201030,   0.22
20201102,   0.18
20201103,   0.25
20201104,   2.31
20201105,   0.45
20201106,  -0.39
20201109,   3.12
20201110,   0.08
20201111,   3.11
20201112,   1.11
20201113,  -0.95
20201116,  -1.77
20201117,   0.00
20201118,   0.21
20201119,  -0.10
20201120,   0.04
20201123,  -2.39
20201124,  -1.75
20201125,   0.97
20201127,   0.71
20201130,   1.63
20201201,   0.38
20201202,  -0.88
20201203,  -1.01
20201204,  -1.95
20201207,   0.15
20201208,  -0.55
20201209,   1.13
20201210,  -1.93
20201211,   0.77
20201214,   0.62
20201215,  -0.02
20201216,   0.03
20201217,  -0.53
20201218,  -0.56
20201221,  -0.17
20201222,  -1.13
20201223,   0.75
20201224,   0.42
20201228,   0.45
20201229,   0.91
20201230,  -0.36
20201231,   0.17
20210104,   1.02
20210105,  -0.26
20210106,   0.38
20210107,  -0.97
20210108,  -0.02
20210111,  -0.19
20210112,  -0.75
20210113,   0.52
20210114,  -1.51
20210115,   1.42
20210119,  -0.81
20210120,   1.40
20210121,   0.62
20210122,  -0.29
20210125,   0.27
20210126,  -0.34
20210127,  -0.72
20210128,   3.58
20210129,  -0.10
20210201,  -0.19
20210202,   1.23
20210203,  -1.14
20210204,   0.53
20210205,  -0.48
20210208,  -0.77
20210209,  -0.25
20210210,  -0.14
20210211,  -0.01
20210212,  -0.33
20210216,  -0.22
20210217,   0.84
20210218,   0.91
20210219,  -0.51
20210222,  -0.14
20210223,   0.11
20210224,  -0.85
20210225,   0.54
20210226,   0.88
20210301,  -0.20
20210302,  -0.18
20210303,  -2.86
20210304,  -0.83
20210305,  -0.94
20210308,  -3.36
20210309,   5.22
20210310,  -1.24
20210311,   2.55
20210312,  -1.48
20210315,   1.38
20210316,   1.30
20210317,   0.00
20210318,  -1.61
20210319,   0.98
20210322,   2.25
20210323,   0.88
20210324,  -1.81
20210325,  -0.30
20210326,  -0.60
20210329,  -0.45
20210330,   0.81
20210331,   2.53
20210401,   1.14
20210405,  -1.19
20210406,   0.51
20210407,   0.26
20210408,  -0.17
20210409,  -0.75
20210412,  -0.92
20210413,   0.53
20210414,   1.92
20210415,  -0.90
20210416,  -0.31
20210419,  -0.07
20210420,  -1.37
20210421,   1.27
20210422,   0.51
20210423,  -0.23
20210426,   0.17
20210427,   0.28
20210428,   0.28
20210429,   0.82
20210430,   0.35
20210503,  -0.07
20210504,  -0.91
20210505,  -0.62
20210506,  -0.33
20210507,   0.18
20210510,  -1.83
20210511,   1.04
20210512,  -0.52
20210513,  -0.63
20210514,   1.24
20210517,  -1.01
20210518,   1.14
20210519,   1.00
20210520,   1.24
20210521,  -0.77
20210524,   0.60
20210525,   1.12
20210526,   0.38
20210527,  -0.40
20210528,   0.22
20210601,  -1.43
20210602,  -0.44
20210603,  -0.43
20210604,  -0.12
20210607,  -0.81
20210608,   0.16
20210609,   0.34
20210610,  -0.11
20210611,  -0.19
20210614,  -0.91
20210615,   1.00
20210616,  -0.19
20210617,  -2.01
20210618,  -0.85
20210621,   1.42
20210622,  -0.49
20210623,  -0.22
20210624,   0.12
20210625,   0.69
20210628,  -0.62
20210629,  -0.08
20210630,   1.13
20210701,   0.33
20210702,  -0.84
20210706,  -1.64
20210707,  -0.07
20210708,  -0.18
20210709,   1.62
20210712,  -0.16
20210713,  -0.85
20210714,  -0.55
20210715,   0.42
20210716,  -1.43
20210719,  -0.40
20210720,   0.80
20210721,   1.52
20210722,  -1.40
20210723,  -0.99
20210726,   0.89
20210727,  -0.31
20210728,   1.39
20210729,   0.07
20210730,  -0.48
20210802,  -0.15
20210803,  -0.56
20210804,  -0.77
20210805,   0.80
20210806,  -0.19
20210809,  -0.30
20210810,  -0.33
20210811,  -0.37
20210812,  -0.25
20210813,  -0.18
20210816,   0.39
20210817,   0.64
20210818,  -0.19
20210819,  -0.60
20210820,  -0.31
20210823,   1.35
20210824,   1.09
20210825,  -0.39
20210826,  -0.30
20210827,   0.32
20210830,   0.14
20210831,   0.08
20210901,   0.08
20210902,  -0.13
20210903,  -0.32
20210907,  -0.24
20210908,  -0.02
20210909,   0.59
20210910,   0.00
20210913,   0.94
20210914,  -0.43
20210915,  -0.12
20210916,  -0.21
20210917,   0.50
20210920,   1.61
20210921,  -0.82
20210922,  -0.43
20210923,   0.02
20210924,  -0.46
20210927,  -0.09
20210928,   0.16
20210929,  -0.22
20210930,   0.65
20211001,  -0.75
20211004,  -1.51
20211005,   0.46
20211006,   0.40
20211007,  -0.03
20211008,  -1.45
20211011,  -0.25
20211012,   0.06
20211013,   1.17
20211014,   0.83
20211015,  -0.35
20211018,  -0.29
20211019,   1.00
20211020,  -0.11
20211021,   0.36
20211022,  -1.28
20211025,  -0.85
20211026,  -0.18
20211027,  -0.37
20211028,  -0.18
20211029,  -0.90
20211101,   1.06
20211102,  -0.55
20211103,   0.26
20211104,  -0.84
20211105,   1.36
20211108,   0.44
20211109,  -0.02
20211110,   1.31
20211111,  -0.99
20211112,   0.00
20211115,   0.13
20211116,  -1.06
20211117,  -0.77
20211118,  -1.64
20211119,  -1.08
20211122,   0.00
20211123,   0.31
20211124,   0.89
20211126,   1.00
20211129,  -1.01
20211130,  -0.02
20211201,  -1.75
20211202,   1.36
20211203,  -1.87
20211206,   0.56
20211207,   2.07
20211208,   1.24
20211209,  -1.56
20211210,  -1.44
20211213,  -0.13
20211214,  -0.03
20211215,   0.27
20211216,  -1.58
20211217,   2.27
20211220,  -1.02
20211221,   2.38
20211222,   0.25
20211223,   1.08
20211227,   0.20
20211228,  -0.52
20211229,  -0.62
20211230,   1.06
20211231,  -0.31
20220103,   1.54
20220104,  -0.47
20220105,  -1.57
20220106,  -0.58
20220107,  -1.59
20220110,   0.00
20220111,   1.18
20220112,  -0.43
20220113,  -2.04
20220114,  -0.84
20220118,  -1.47
20220119,   0.79
20220120,   0.38
20220121,  -0.96
20220124,   1.45
20220125,  -2.68
20220126,  -0.05
20220127,  -1.52
20220128,   2.29
20220131,   5.26
20220201,   0.27
20220202,  -1.57
20220203,  -2.32
20220204,   1.91
20220207,  -0.22
20220208,   0.33
20220209,   1.67
20220210,  -0.75
20220211,  -1.30
20220214,   0.59
20220215,   1.76
20220216,  -0.29
20220217,   0.45
20220218,  -0.01
20220222,   0.35
20220223,  -0.76
20220224,   1.85
20220225,   0.47
20220228,  -0.85
20220301,  -0.74
20220302,   0.49
20220303,  -1.26
20220304,  -2.09
20220307,  -2.34
20220308,   1.95
20220309,   3.98
20220310,  -1.26
20220311,  -1.58
20220314,  -0.33
20220315,   2.03
20220316,   3.95
20220317,   0.38
20220318,   1.56
20220321,  -0.92
20220322,   0.75
20220323,  -1.11
20220324,  -0.61
20220325,  -0.75
20220328,   0.43
20220329,   2.11
20220330,  -0.39
20220331,  -0.64
20220401,  -0.67
20220404,  -1.00
20220405,   1.38
20220406,   0.52
20220407,  -0.22
20220408,   0.41
20220411,   1.08
20220412,  -0.53
20220413,  -0.31
20220414,  -0.69
20220418,   0.34
20220419,   1.94
20220420,  -1.10
20220421,  -1.23
20220422,   0.25
20220425,   1.70
20220426,  -1.42
20220427,  -0.66
20220428,   1.45
20220429,  -1.72
20220502,   2.23
20220503,  -0.16
20220504,   0.78
20220505,  -2.40
20220506,  -2.20
20220509,  -2.92
20220510,   1.62
20220511,  -3.49
20220512,   1.72
20220513,   4.32
20220516,  -1.76
20220517,   1.48
20220518,  -1.80
20220519,   1.61
20220520,  -0.49
20220523,   0.30
20220524,  -2.46
20220525,   1.33
20220526,   1.48
20220527,   1.47
20220531,   0.46
20220601,  -0.86
20220602,   2.24
20220603,  -1.50
20220606,  -0.29
20220607,   0.34
20220608,  -0.01
20220609,   0.57
20220610,   1.18
20220613,   1.35
20220614,   0.15
20220615,   0.95
20220616,  -0.85
20220617,   1.12
20220621,  -0.83
20220622,   0.00
20220623,  -1.12
20220624,   0.78
20220627,   1.56
20220628,   1.14
20220629,  -1.73
20220630,  -1.09
20220701,  -0.87
20220705,   0.19
20220706,  -1.36
20220707,   2.49
20220708,  -0.46
20220711,  -0.49
20220712,   0.49
20220713,   0.13
20220714,  -0.98
20220715,   0.59
20220718,   2.46
20220719,   0.37
20220720,  -0.25
20220721,  -1.20
20220722,   1.20
20220725,   0.75
20220726,  -0.77
20220727,   1.21
20220728,  -0.46
20220729,  -1.39
20220801,   0.25
20220802,   0.08
20220803,  -0.17
20220804,  -0.10
20220805,   0.60
20220808,   0.34
20220809,   1.49
20220810,  -1.55
20220811,   0.19
20220812,  -0.95
20220815,   0.41
20220816,   0.32
20220817,   0.70
20220818,   0.16
20220819,   0.79
20220822,  -0.06
20220823,  -0.45
20220824,  -0.67
20220825,   0.27
20220826,  -0.03
20220829,  -0.57
20220830,   1.06
20220831,  -0.45
20220901,   0.11
20220902,  -0.90
20220906,   0.04
20220907,   1.10
20220908,   0.02
20220909,   1.45
20220912,   0.38
20220913,  -2.26
20220914,  -1.08
20220915,  -0.26
20220916,   0.48
20220919,   0.39
20220920,  -0.59
20220921,   0.14
20220922,   0.01
20220923,  -0.47
20220926,  -1.08
20220927,   1.23
20220928,   1.31
20220929,  -0.82
