,LT_Rev
19661011,   0.29
19661012,  -0.86
19661013,   0.47
19661014,   0.33
19661017,  -0.33
19661018,  -0.10
19661019,   0.24
19661020,   0.04
19661021,  -0.21
19661024,  -0.05
19661025,   0.17
19661026,   0.64
19661027,  -0.06
19661028,  -0.06
19661031,  -0.18
19661101,   0.58
19661102,  -0.01
19661103,   0.01
19661104,  -0.08
19661107,   0.06
19661109,   0.06
19661110,  -0.30
19661111,   0.23
19661114,  -0.21
19661115,  -0.54
19661116,  -0.44
19661117,   0.04
19661118,   0.15
19661121,  -0.10
19661122,  -0.06
19661123,  -0.12
19661125,  -0.13
19661128,  -0.15
19661129,   0.11
19661130,  -0.12
19661201,   0.05
19661202,   0.39
19661205,  -0.05
19661206,  -0.16
19661207,  -0.28
19661208,  -0.20
19661209,  -0.18
19661212,  -0.22
19661213,  -0.22
19661214,  -0.05
19661215,   0.00
19661216,   0.16
19661219,   0.04
19661220,   0.34
19661221,  -0.40
19661222,   0.19
19661223,   0.55
19661227,  -0.03
19661228,   0.05
19661229,   0.09
19661230,   0.25
19670103,  -0.15
19670104,  -0.22
19670105,  -0.19
19670106,   0.46
19670109,   0.66
19670110,  -0.25
19670111,   0.12
19670112,  -0.06
19670113,  -0.29
19670116,  -0.49
19670117,  -0.10
19670118,   0.20
19670119,  -0.26
19670120,   0.02
19670123,   0.13
19670124,   0.16
19670125,   0.24
19670126,   0.22
19670127,  -0.21
19670130,  -0.33
19670131,   0.29
19670201,  -0.25
19670202,  -0.02
19670203,  -0.12
19670206,   0.42
19670207,  -0.06
19670208,   0.07
19670209,   0.05
19670210,   0.00
19670213,   0.14
19670214,   0.47
19670215,   0.06
19670216,   0.34
19670217,   0.41
19670220,   0.35
19670221,  -0.04
19670223,  -0.03
19670224,  -0.38
19670227,   0.10
19670228,   0.03
19670301,   0.30
19670302,   0.41
19670303,  -0.39
19670306,   0.35
19670307,  -0.37
19670308,   0.10
19670309,   0.06
19670310,  -1.03
19670313,   0.09
19670314,  -0.12
19670315,  -0.01
19670316,  -0.11
19670317,  -0.17
19670320,  -0.01
19670321,   0.02
19670322,  -0.05
19670323,  -0.14
19670327,  -0.18
19670328,  -0.31
19670329,   0.20
19670330,   0.09
19670331,   0.19
19670403,   0.20
19670404,   0.18
19670405,   0.05
19670406,  -0.18
19670407,   0.64
19670410,   0.44
19670411,  -0.32
19670412,   0.28
19670413,  -0.25
19670414,  -0.63
19670417,  -0.58
19670418,  -0.24
19670419,  -0.34
19670420,  -0.49
19670421,  -0.39
19670424,  -0.61
19670425,  -0.79
19670426,   0.12
19670427,  -0.51
19670428,  -0.42
19670501,  -0.27
19670502,   0.01
19670503,   0.03
19670504,  -0.07
19670505,  -0.01
19670508,   0.09
19670509,   0.26
19670510,   0.16
19670511,  -0.38
19670512,  -0.27
19670515,   0.21
19670516,   0.20
19670517,   0.16
19670518,  -0.20
19670519,  -0.13
19670522,  -0.28
19670523,   0.14
19670524,   0.35
19670525,  -0.57
19670526,  -0.06
19670529,  -0.12
19670531,   0.94
19670601,  -0.23
19670602,   0.02
19670605,   0.78
19670606,  -1.08
19670607,  -0.76
19670608,  -0.48
19670609,  -0.09
19670612,  -0.46
19670613,  -0.21
19670614,  -0.28
19670615,  -0.24
19670616,   0.27
19670619,   0.35
19670620,   0.40
19670621,   0.21
19670622,  -0.14
19670623,  -0.02
19670626,   0.32
19670627,   0.37
19670628,   0.33
19670629,   0.12
19670630,   0.03
19670703,   0.00
19670705,  -0.42
19670706,  -0.61
19670707,  -0.77
19670710,  -0.88
19670711,   0.21
19670712,   0.09
19670713,   0.17
19670714,  -0.10
19670717,  -0.08
19670718,  -0.25
19670719,   0.55
19670720,   0.54
19670721,   0.23
19670724,   0.35
19670725,  -0.05
19670726,  -0.48
19670727,  -0.35
19670728,   0.06
19670731,  -0.05
19670801,  -0.19
19670802,   0.06
19670803,  -0.19
19670804,  -0.16
19670807,   0.12
19670808,   0.41
19670809,   0.15
19670810,   0.21
19670811,   0.13
19670814,   0.09
19670815,   0.02
19670816,  -0.06
19670817,  -0.08
19670818,   0.16
19670821,   0.11
19670822,   0.23
19670823,  -0.34
19670824,   0.12
19670825,   0.12
19670828,  -0.10
19670829,   0.01
19670830,  -0.32
19670831,  -0.20
19670901,  -0.04
19670905,  -0.04
19670906,  -0.13
19670907,  -0.27
19670908,   0.20
19670911,  -0.06
19670912,  -0.25
19670913,   0.64
19670914,   0.14
19670915,  -0.03
19670918,  -0.05
19670919,  -0.04
19670920,  -0.20
19670921,  -0.06
19670922,  -0.29
19670925,   0.02
19670926,   0.30
19670927,  -0.13
19670928,  -0.20
19670929,  -0.14
19671002,   0.22
19671003,  -0.07
19671004,   0.17
19671005,  -0.40
19671006,  -0.15
19671009,   0.12
19671010,   0.26
19671011,   0.17
19671012,   0.29
19671013,   0.16
19671016,   0.17
19671017,  -0.16
19671018,  -0.22
19671019,  -0.32
19671020,  -0.17
19671023,   0.00
19671024,  -0.05
19671025,  -0.18
19671026,  -0.21
19671027,   0.20
19671030,   0.25
19671031,   0.24
19671101,   0.49
19671102,   0.31
19671103,   0.03
19671106,   0.17
19671108,  -0.32
19671109,  -0.40
19671110,  -0.20
19671113,   0.28
19671114,   0.49
19671115,  -0.42
19671116,  -0.60
19671117,  -0.54
19671120,   0.14
19671121,  -0.82
19671122,  -0.53
19671124,  -0.26
19671127,  -0.18
19671128,  -0.08
19671129,   0.04
19671130,   0.35
19671201,  -0.09
19671204,  -0.49
19671205,   0.23
19671206,  -0.32
19671207,   0.11
19671208,   0.04
19671211,  -0.13
19671212,  -0.06
19671213,  -0.38
19671214,  -0.03
19671215,   0.48
19671218,   0.28
19671219,  -0.07
19671220,   0.41
19671221,   0.27
19671222,   0.14
19671226,   0.32
19671227,   0.22
19671228,   0.16
19671229,  -0.04
19680102,   1.45
19680103,   1.18
19680104,   1.04
19680105,   0.69
19680108,   0.78
19680109,  -0.07
19680110,  -0.20
19680111,  -0.27
19680112,   0.26
19680115,  -0.19
19680116,   0.46
19680117,   0.17
19680118,   0.15
19680119,  -0.43
19680122,   0.57
19680123,   0.24
19680124,  -0.01
19680125,   0.10
19680126,  -0.04
19680129,   0.08
19680130,   0.36
19680131,   0.54
19680201,   0.12
19680202,   0.25
19680205,   0.31
19680206,  -0.01
19680207,   0.30
19680208,   0.64
19680209,   0.24
19680213,   0.44
19680214,  -1.21
19680215,   0.21
19680216,   0.49
19680219,  -0.24
19680220,  -0.50
19680221,  -0.31
19680223,   0.13
19680226,   0.63
19680227,  -0.20
19680228,   0.42
19680229,   0.73
19680301,   0.34
19680304,   0.77
19680305,  -0.25
19680306,  -0.80
19680307,  -0.10
19680308,   0.20
19680311,  -1.07
19680312,  -0.39
19680313,   0.16
19680314,   0.64
19680315,  -0.51
19680318,  -1.03
19680319,   0.37
19680320,   0.29
19680321,   0.32
19680322,   0.00
19680325,  -0.07
19680326,  -0.70
19680327,  -0.43
19680328,  -0.08
19680329,  -0.30
19680401,  -0.46
19680402,  -0.38
19680403,  -0.06
19680404,  -0.59
19680405,  -0.21
19680408,  -0.53
19680410,   0.01
19680411,  -0.22
19680415,  -0.14
19680416,  -0.44
19680417,  -0.10
19680418,  -0.28
19680419,  -0.20
19680422,  -0.34
19680423,  -0.68
19680424,  -0.18
19680425,   0.14
19680426,  -0.30
19680429,   0.23
19680430,   0.14
19680501,  -0.14
19680502,  -0.51
19680503,  -0.04
19680506,   0.26
19680507,  -0.08
19680508,  -0.08
19680509,  -0.12
19680510,  -0.12
19680513,   0.08
19680514,   0.05
19680515,  -0.01
19680516,   0.50
19680517,   0.47
19680520,   0.16
19680521,  -0.34
19680522,  -0.46
19680523,  -0.19
19680524,  -0.31
19680527,  -0.44
19680528,  -0.28
19680529,  -0.47
19680531,  -0.07
19680603,  -0.69
19680604,  -0.39
19680605,  -0.07
19680606,  -0.60
19680607,  -0.48
19680610,   0.31
19680611,   0.06
19680613,   0.45
19680614,   0.66
19680617,   1.36
19680618,   0.36
19680620,   0.34
19680621,   0.34
19680624,   0.98
19680625,   0.18
19680627,   0.12
19680628,   0.26
19680701,   0.56
19680702,  -0.28
19680703,  -0.38
19680708,  -0.17
19680709,   0.69
19680711,   0.76
19680712,   0.27
19680715,   0.50
19680716,   0.50
19680718,   0.70
19680719,   1.34
19680722,   1.23
19680723,  -0.33
19680725,   0.69
19680726,   0.40
19680729,   0.47
19680730,  -0.09
19680801,   0.33
19680802,  -0.06
19680805,  -0.44
19680806,  -0.04
19680808,   0.32
19680809,   0.12
19680812,  -0.44
19680813,   0.06
19680815,  -0.01
19680816,  -0.12
19680819,   0.29
19680820,  -0.19
19680822,   0.18
19680823,   0.22
19680826,   0.32
19680827,  -0.32
19680829,   0.06
19680830,  -0.01
19680903,   0.21
19680904,   0.20
19680905,  -0.45
19680906,  -0.40
19680909,  -0.09
19680910,   0.45
19680912,   0.34
19680913,  -0.37
19680916,   0.03
19680917,  -0.23
19680919,  -0.01
19680920,   0.13
19680923,  -0.21
19680924,  -0.04
19680926,   0.01
19680927,   0.16
19680930,  -0.07
19681001,  -0.15
19681003,  -0.09
19681004,   0.13
19681007,   0.25
19681008,   0.15
19681010,   0.23
19681011,   0.10
19681014,  -0.12
19681015,   0.00
19681017,   0.10
19681018,  -0.08
19681021,   0.20
19681022,   0.02
19681024,   0.00
19681025,   0.08
19681028,   0.52
19681029,   0.18
19681031,   0.18
19681101,   0.20
19681104,   0.07
19681106,   0.06
19681107,  -0.39
19681108,   0.13
19681112,  -0.06
19681113,  -0.36
19681114,  -0.36
19681115,   0.06
19681118,   0.10
19681119,  -0.10
19681121,  -0.06
19681122,   0.12
19681125,  -0.17
19681126,  -0.31
19681127,  -0.38
19681129,  -0.11
19681202,   0.00
19681203,  -0.50
19681205,  -0.12
19681206,   0.36
19681209,  -0.19
19681210,  -0.49
19681212,   0.08
19681213,   0.58
19681216,  -0.11
19681217,  -0.28
19681219,  -0.51
19681220,   0.25
19681223,   0.26
19681224,  -0.38
19681226,  -0.22
19681227,   0.06
19681230,   0.44
19681231,  -0.16
19690102,  -0.17
19690103,  -0.05
19690106,   0.63
19690107,   0.10
19690108,  -0.34
19690109,  -0.02
19690110,   0.14
19690113,   0.68
19690114,  -0.35
19690115,  -0.26
19690116,  -0.09
19690117,   0.01
19690120,   0.20
19690121,  -0.11
19690122,  -0.21
19690123,   0.05
19690124,   0.15
19690127,   0.21
19690128,   0.44
19690129,   0.53
19690130,   0.22
19690131,   0.11
19690203,   0.18
19690204,   0.10
19690205,   0.56
19690206,  -0.09
19690207,   0.01
19690211,  -0.07
19690212,  -0.10
19690213,   0.03
19690214,   0.00
19690217,   0.37
19690218,   0.40
19690219,   0.39
19690220,   0.45
19690224,  -0.02
19690225,   0.15
19690226,  -0.38
19690227,   0.47
19690228,   0.10
19690303,   0.09
19690304,  -0.23
19690305,  -0.23
19690306,   0.27
19690307,   0.52
19690310,   0.27
19690311,   0.05
19690312,   0.31
19690313,   0.32
19690314,   0.30
19690317,  -0.14
19690318,  -0.15
19690319,  -0.49
19690320,  -0.12
19690321,   0.05
19690324,  -0.02
19690325,   0.24
19690326,  -0.12
19690327,  -0.29
19690328,  -0.17
19690401,   0.15
19690402,   0.31
19690403,  -0.07
19690407,   0.07
19690408,   0.05
19690409,  -0.20
19690410,  -0.01
19690411,  -0.09
19690414,   0.05
19690415,   0.26
19690416,   0.17
19690417,   0.13
19690418,   0.08
19690421,   0.46
19690422,  -0.13
19690423,   0.05
19690424,   0.07
19690425,  -0.19
19690428,  -0.29
19690429,  -0.23
19690430,  -0.32
19690501,   0.05
19690502,   0.12
19690505,  -0.05
19690506,  -0.24
19690507,  -0.05
19690508,  -0.04
19690509,   0.27
19690512,   0.12
19690513,  -0.12
19690514,   0.07
19690515,   0.40
19690516,  -0.21
19690519,   0.09
19690520,   0.12
19690521,  -0.24
19690522,   0.16
19690523,   0.06
19690526,   0.00
19690527,   0.24
19690528,  -0.12
19690529,  -0.20
19690602,   0.42
19690603,   0.35
19690604,  -0.18
19690605,  -0.22
19690606,   0.23
19690609,  -0.19
19690610,   0.12
19690611,   0.32
19690612,   0.29
19690613,   0.11
19690616,   0.10
19690617,  -0.03
19690618,   0.23
19690619,   0.48
19690620,   0.57
19690623,  -0.05
19690624,  -0.51
19690625,   0.22
19690626,  -0.37
19690627,  -0.05
19690630,  -0.25
19690701,  -0.32
19690702,   0.01
19690703,  -0.42
19690707,   0.54
19690708,   0.34
19690709,   0.33
19690710,   0.59
19690711,   0.19
19690714,   0.76
19690715,   0.17
19690716,  -0.74
19690717,   0.00
19690718,   0.33
19690722,   0.94
19690723,  -0.14
19690724,   0.06
19690725,   0.99
19690728,   1.33
19690729,   0.66
19690730,  -1.27
19690731,  -0.84
19690801,  -1.01
19690804,   0.47
19690805,  -0.33
19690806,  -0.57
19690807,   0.09
19690808,   0.30
19690811,  -0.07
19690812,   0.46
19690813,  -0.45
19690814,  -0.81
19690815,  -0.27
19690818,  -0.81
19690819,  -0.14
19690820,   0.31
19690821,  -0.32
19690822,  -0.31
19690825,   0.53
19690826,   0.21
19690827,  -0.59
19690828,  -0.57
19690829,  -0.24
19690902,   0.30
19690903,   0.53
19690904,   0.20
19690905,   0.05
19690908,   0.46
19690909,  -0.60
19690910,  -1.31
19690911,   0.37
19690912,  -0.20
19690915,  -0.46
19690916,  -0.18
19690917,  -0.42
19690918,  -0.50
19690919,  -0.73
19690922,  -0.48
19690923,   0.26
19690924,   0.02
19690925,   0.60
19690926,   0.25
19690929,   0.20
19690930,   0.10
19691001,   0.23
19691002,  -0.53
19691003,   0.34
19691006,  -0.25
19691007,   0.22
19691008,   0.21
19691009,  -0.40
19691010,  -0.12
19691013,  -0.67
19691014,   0.06
19691015,   0.29
19691016,  -0.02
19691017,  -0.03
19691020,  -0.05
19691021,  -0.10
19691022,  -0.33
19691023,  -0.04
19691024,  -0.58
19691027,  -0.31
19691028,   0.37
19691029,   0.37
19691030,  -0.22
19691031,  -0.11
19691103,   0.28
19691104,  -0.21
19691105,  -0.29
19691106,  -0.18
19691107,  -0.04
19691110,   0.09
19691111,   0.46
19691112,  -0.27
19691113,   0.15
19691114,   0.25
19691117,   0.07
19691118,   0.11
19691119,   0.56
19691120,   0.21
19691121,   0.20
19691124,  -0.37
19691125,  -0.41
19691126,  -0.63
19691128,  -0.67
19691201,   0.45
19691202,   0.26
19691203,   0.66
19691204,  -1.03
19691205,   0.94
19691208,   0.34
19691209,   0.00
19691210,  -0.31
19691211,   0.12
19691212,  -0.17
19691215,  -0.07
19691216,  -0.03
19691217,  -0.03
19691218,  -0.80
19691219,  -0.15
19691222,   0.35
19691223,   0.29
19691224,  -0.81
19691226,  -0.34
19691229,   0.39
19691230,  -0.22
19691231,  -0.26
19700102,  -0.23
19700105,   0.50
19700106,   0.41
19700107,  -0.23
19700108,  -0.40
19700109,  -0.06
19700112,   0.49
19700113,  -0.31
19700114,   0.11
19700115,  -0.24
19700116,   0.68
19700119,   0.81
19700120,  -0.24
19700121,  -0.21
19700122,  -0.05
19700123,   0.63
19700126,   0.94
19700127,   0.14
19700128,   0.42
19700129,   0.57
19700130,   0.19
19700202,  -0.07
19700203,  -0.31
19700204,   1.00
19700205,  -0.02
19700206,  -0.27
19700209,  -0.13
19700210,   0.16
19700211,  -0.46
19700212,   0.49
19700213,   0.65
19700216,  -0.03
19700217,   0.02
19700218,  -0.17
19700219,   0.13
19700220,   0.32
19700224,   0.25
19700225,  -0.14
19700226,   0.60
19700227,   0.31
19700302,   0.37
19700303,   0.53
19700304,   0.98
19700305,   0.39
19700306,   0.25
19700309,   0.58
19700310,  -0.01
19700311,   0.08
19700312,   0.44
19700313,   0.77
19700316,   0.48
19700317,  -0.43
19700318,   0.07
19700319,   0.35
19700320,   0.87
19700323,  -0.33
19700324,  -0.16
19700325,  -0.32
19700326,  -0.25
19700330,  -0.41
19700331,   0.20
19700401,   0.17
19700402,   0.39
19700403,   0.86
19700406,   1.17
19700407,   0.62
19700408,  -0.06
19700409,   0.29
19700410,   0.42
19700413,   1.17
19700414,   0.39
19700415,   0.52
19700416,   0.90
19700417,   0.27
19700420,  -0.74
19700421,   0.37
19700422,   1.08
19700423,   0.64
19700424,   0.24
19700427,   1.30
19700428,   0.62
19700429,  -2.27
19700430,   0.22
19700501,   0.30
19700504,   2.22
19700505,   0.54
19700506,  -1.07
19700507,  -0.47
19700508,   0.31
19700511,   0.70
19700512,   0.40
19700513,   0.98
19700514,   0.29
19700515,  -0.78
19700518,   0.39
19700519,   1.71
19700520,   1.64
19700521,   1.29
19700522,  -0.13
19700525,   2.32
19700526,  -0.24
19700527,  -4.18
19700528,  -1.40
19700529,  -1.89
19700601,  -1.53
19700602,  -0.34
19700603,  -1.01
19700604,   2.00
19700605,   0.43
19700608,   0.39
19700609,  -0.49
19700610,   0.30
19700611,   1.18
19700612,  -0.18
19700615,  -0.62
19700616,  -1.45
19700617,   0.64
19700618,  -0.73
19700619,   0.07
19700622,   0.43
19700623,   1.32
19700624,   0.75
19700625,   0.02
19700626,   0.40
19700629,   0.31
19700630,   0.86
19700701,  -0.06
19700702,   0.57
19700706,   1.13
19700707,   0.76
19700708,  -1.11
19700709,  -0.15
19700710,   0.66
19700713,   0.02
19700714,   0.25
19700715,  -0.41
19700716,   0.09
19700717,  -0.71
19700720,   0.53
19700721,  -0.20
19700722,  -0.21
19700723,  -0.30
19700724,   0.27
19700727,  -0.05
19700728,  -0.35
19700729,   0.09
19700730,  -0.08
19700731,   0.75
19700803,   0.53
19700804,  -0.06
19700805,   0.31
19700806,   0.49
19700807,   0.55
19700810,   0.73
19700811,   0.24
19700812,   0.76
19700813,   0.92
19700814,  -0.18
19700817,  -0.65
19700818,  -0.31
19700819,  -0.06
19700820,  -0.05
19700821,  -0.66
19700824,  -1.36
19700825,  -1.22
19700826,  -0.27
19700827,  -0.09
19700828,  -0.32
19700831,   0.18
19700901,   0.17
19700902,  -0.42
19700903,  -0.54
19700904,  -0.67
19700908,  -0.83
19700909,  -0.13
19700910,   0.17
19700911,  -0.11
19700914,   0.27
19700915,   0.17
19700916,  -0.86
19700917,  -1.02
19700918,  -0.52
19700921,   0.68
19700922,  -0.06
19700923,  -1.20
19700924,  -1.53
19700925,   0.16
19700928,  -0.56
19700929,  -0.44
19700930,   0.09
19701001,  -0.16
19701002,  -0.67
19701005,  -0.32
19701006,   0.91
19701007,   0.21
19701008,   0.81
19701009,   0.03
19701012,   0.71
19701013,  -0.14
19701014,   0.17
19701015,   0.17
19701016,   0.73
19701019,   0.46
19701020,  -0.88
19701021,   0.25
19701022,   0.29
19701023,  -0.56
19701026,  -0.03
19701027,   0.13
19701028,  -0.76
19701029,   0.11
19701030,   0.28
19701102,  -0.15
19701103,   0.48
19701104,   0.57
19701105,   0.23
19701106,   0.24
19701109,  -0.49
19701110,  -0.09
19701111,  -0.05
19701112,   0.49
19701113,   0.51
19701116,  -0.32
19701117,   0.18
19701118,   0.42
19701119,  -0.25
19701120,  -0.21
19701123,   0.65
19701124,   0.05
19701125,   0.13
19701127,  -0.39
19701130,  -0.28
19701201,   0.07
19701202,  -0.21
19701203,   0.64
19701204,   0.48
19701207,  -0.29
19701208,   0.04
19701209,  -0.32
19701210,   0.04
19701211,   0.29
19701214,   0.62
19701215,   0.04
19701216,   0.13
19701217,  -0.09
19701218,   0.28
19701221,  -0.20
19701222,   0.21
19701223,  -0.03
19701224,  -0.21
19701228,  -0.17
19701229,   0.15
19701230,  -0.15
19701231,  -0.07
19710104,   0.51
19710105,   0.05
19710106,   0.48
19710107,   0.62
19710108,   0.08
19710111,  -0.05
19710112,   0.48
19710113,  -0.12
19710114,   0.02
19710115,   0.25
19710118,   0.02
19710119,   0.25
19710120,  -0.38
19710121,  -0.05
19710122,   0.12
19710125,  -0.25
19710126,  -0.59
19710127,  -0.20
19710128,   0.21
19710129,   0.13
19710201,   0.13
19710202,   0.08
19710203,  -0.35
19710204,  -0.12
19710205,   0.05
19710208,   0.30
19710209,   0.03
19710210,   0.07
19710211,   0.18
19710212,   0.14
19710216,  -0.08
19710217,   0.36
19710218,   0.35
19710219,  -0.08
19710222,  -0.41
19710223,  -0.33
19710224,  -0.36
19710225,   0.54
19710226,  -0.50
19710301,  -0.44
19710302,   0.24
19710303,   0.02
19710304,  -0.08
19710305,  -0.11
19710308,  -0.07
19710309,  -0.49
19710310,  -0.31
19710311,   0.15
19710312,  -0.38
19710315,  -0.04
19710316,  -0.25
19710317,  -0.21
19710318,  -0.02
19710319,  -0.04
19710322,   0.08
19710323,   0.36
19710324,  -0.07
19710325,  -0.10
19710326,  -0.01
19710329,  -0.18
19710330,  -0.17
19710331,  -0.01
19710401,  -0.18
19710402,  -0.27
19710405,   0.25
19710406,   0.28
19710407,   0.28
19710408,   0.20
19710412,   0.19
19710413,  -0.14
19710414,   0.27
19710415,   0.52
19710416,   0.16
19710419,   0.06
19710420,  -0.24
19710421,  -0.05
19710422,   0.19
19710423,   0.30
19710426,   0.35
19710427,   0.18
19710428,  -0.04
19710429,  -0.36
19710430,  -0.06
19710503,  -0.06
19710504,   0.02
19710505,   0.00
19710506,  -0.23
19710507,  -0.13
19710510,   0.11
19710511,   0.10
19710512,  -0.10
19710513,  -0.14
19710514,   0.09
19710517,  -0.84
19710518,  -0.09
19710519,   0.34
19710520,   0.17
19710521,  -0.18
19710524,  -0.15
19710525,  -0.14
19710526,   0.15
19710527,   0.27
19710528,   0.30
19710601,   0.08
19710602,   0.16
19710603,   0.06
19710604,  -0.04
19710607,   0.21
19710608,  -0.29
19710609,  -0.18
19710610,   0.02
19710611,  -0.18
19710614,  -0.38
19710615,  -0.31
19710616,  -0.35
19710617,   0.03
19710618,  -0.42
19710621,  -0.54
19710622,   0.23
19710623,   0.42
19710624,  -0.13
19710625,   0.05
19710628,  -0.13
19710629,   0.62
19710630,   0.21
19710701,  -0.05
19710702,   0.00
19710706,  -0.13
19710707,   0.22
19710708,  -0.07
19710709,  -0.14
19710712,  -0.10
19710713,  -0.04
19710714,  -0.29
19710715,  -0.07
19710716,  -0.22
19710719,  -0.20
19710720,   0.25
19710721,  -0.35
19710722,  -0.35
19710723,   0.00
19710726,  -0.23
19710727,  -0.44
19710728,  -0.29
19710729,  -0.19
19710730,  -0.04
19710802,   0.72
19710803,  -0.36
19710804,   0.02
19710805,   0.40
19710806,  -0.01
19710809,  -0.26
19710810,  -0.27
19710811,   0.09
19710812,   0.53
19710813,   0.12
19710816,   2.07
19710817,   0.94
19710818,  -0.79
19710819,  -0.14
19710820,  -0.17
19710823,   0.08
19710824,   0.11
19710825,  -0.04
19710826,   0.09
19710827,  -0.10
19710830,   0.14
19710831,  -0.35
19710901,   0.20
19710902,  -0.13
19710903,   0.31
19710907,  -0.03
19710908,   0.05
19710909,  -0.41
19710910,   0.11
19710913,  -0.03
19710914,  -0.13
19710915,  -0.16
19710916,  -0.18
19710917,   0.17
19710920,  -0.16
19710921,  -0.15
19710922,  -0.46
19710923,  -0.07
19710924,   0.02
19710927,  -0.34
19710928,  -0.05
19710929,  -0.20
19710930,  -0.08
19711001,  -0.01
19711004,   0.34
19711005,   0.04
19711006,   0.46
19711007,   0.21
19711008,   0.07
19711011,  -0.31
19711012,  -0.06
19711013,   0.03
19711014,   0.26
19711015,   0.06
19711018,  -0.39
19711019,  -0.30
19711020,  -0.36
19711021,   0.33
19711022,  -0.21
19711025,   0.01
19711026,   0.03
19711027,  -0.17
19711028,  -0.06
19711029,  -0.20
19711101,  -0.02
19711102,   0.19
19711103,  -0.03
19711104,  -0.01
19711105,  -0.05
19711108,  -0.24
19711109,  -0.20
19711110,  -0.71
19711111,   0.08
19711112,   0.08
19711115,  -0.07
19711116,   0.04
19711117,  -0.08
19711118,   0.11
19711119,  -0.07
19711122,  -0.26
19711123,  -0.19
19711124,  -0.16
19711126,  -0.08
19711129,   0.57
19711130,  -0.03
19711201,   0.05
19711202,  -0.02
19711203,  -0.34
19711206,   0.09
19711207,  -0.45
19711208,   0.01
19711209,  -0.26
19711210,  -0.41
19711213,   0.28
19711214,  -0.38
19711215,   0.59
19711216,  -0.09
19711217,  -0.03
19711220,  -0.17
19711221,  -0.24
19711222,   0.17
19711223,   0.18
19711227,   0.49
19711228,   0.35
19711229,   0.46
19711230,  -0.06
19711231,   0.00
19720103,   0.55
19720104,   0.84
19720105,   0.96
19720106,  -0.12
19720107,   0.14
19720110,   0.06
19720111,   0.52
19720112,  -0.28
19720113,  -0.12
19720114,  -0.24
19720117,   0.44
19720118,   0.48
19720119,  -0.24
19720120,  -0.41
19720121,  -0.29
19720124,   0.01
19720125,  -0.25
19720126,  -0.05
19720127,   0.70
19720128,   0.22
19720131,   0.05
19720201,  -0.45
19720202,  -0.01
19720203,  -0.55
19720204,   0.19
19720207,   0.05
19720208,  -0.24
19720209,  -0.10
19720210,   0.21
19720211,  -0.32
19720214,  -0.04
19720215,   0.04
19720216,   0.12
19720217,  -0.23
19720218,   0.08
19720222,  -0.02
19720223,  -0.25
19720224,   0.08
19720225,  -0.09
19720228,   0.33
19720229,   0.08
19720301,  -0.28
19720302,  -0.30
19720303,  -0.01
19720306,   0.24
19720307,  -0.23
19720308,   0.01
19720309,  -0.20
19720310,  -0.10
19720313,   0.43
19720314,   0.00
19720315,  -0.14
19720316,  -0.27
19720317,  -0.22
19720320,  -0.13
19720321,  -0.42
19720322,   0.13
19720323,   0.05
19720324,  -0.24
19720327,  -0.31
19720328,  -0.01
19720329,  -0.27
19720330,   0.56
19720403,  -0.08
19720404,   0.46
19720405,  -0.01
19720406,  -0.22
19720407,  -0.07
19720410,   0.01
19720411,   0.38
19720412,  -0.21
19720413,  -0.48
19720414,   0.08
19720417,  -0.08
19720418,  -0.04
19720419,   0.12
19720420,   0.39
19720421,   0.08
19720424,   0.08
19720425,  -0.20
19720426,   0.28
19720427,   0.10
19720428,  -0.10
19720501,   0.10
19720502,   0.24
19720503,  -0.19
19720504,   0.00
19720505,  -0.31
19720508,   0.08
19720509,  -0.29
19720510,   0.05
19720511,   0.01
19720512,   0.32
19720515,  -0.01
19720516,  -0.15
19720517,  -0.12
19720518,  -0.29
19720519,  -0.18
19720522,  -0.05
19720523,  -0.21
19720524,  -0.04
19720525,   0.08
19720526,  -0.01
19720530,  -0.08
19720531,  -0.07
19720601,   0.08
19720602,  -0.12
19720605,  -0.29
19720606,  -0.61
19720607,   0.10
19720608,  -0.01
19720609,   0.01
19720612,  -0.15
19720613,   0.18
19720614,   0.00
19720615,  -0.35
19720616,   0.08
19720619,   0.09
19720620,   0.20
19720621,  -0.53
19720622,   0.03
19720623,   0.11
19720626,  -0.14
19720627,  -0.15
19720628,  -0.22
19720629,  -0.08
19720630,   0.39
19720703,   0.30
19720705,   0.10
19720706,  -0.20
19720707,   0.00
19720710,  -0.33
19720711,  -0.10
19720712,  -0.39
19720713,  -0.01
19720714,   0.13
19720717,  -0.21
19720718,   0.45
19720719,   0.14
19720720,   0.09
19720721,   0.65
19720724,   0.20
19720725,  -0.13
19720726,  -0.20
19720727,  -0.60
19720728,  -0.03
19720731,  -0.21
19720801,   0.32
19720802,  -0.05
19720803,   0.09
19720804,  -0.12
19720807,  -0.04
19720808,   0.23
19720809,   0.61
19720810,   0.09
19720811,   0.65
19720814,  -0.01
19720815,   0.05
19720816,  -0.03
19720817,  -0.05
19720818,   0.78
19720821,   0.40
19720822,   0.45
19720823,   0.14
19720824,  -0.46
19720825,   0.09
19720828,  -0.25
19720829,   0.41
19720830,   0.21
19720831,   0.10
19720901,   0.03
19720905,  -0.28
19720906,   0.16
19720907,   0.21
19720908,   0.17
19720911,  -0.39
19720912,   0.00
19720913,  -0.06
19720914,  -0.26
19720915,   0.08
19720918,  -0.06
19720919,   0.24
19720920,   0.12
