,LT_Rev
19350220,  -0.86
19350221,  -2.09
19350223,  -0.72
19350225,   0.74
19350226,  -1.13
19350227,   0.21
19350228,  -0.06
19350301,  -0.10
19350302,   0.13
19350304,   0.11
19350305,  -1.73
19350306,  -0.08
19350307,   0.25
19350308,   0.84
19350309,  -0.08
19350311,  -0.70
19350312,  -1.40
19350313,  -0.74
19350314,  -1.31
19350315,   1.20
19350316,  -0.05
19350318,  -0.51
19350319,   1.45
19350320,  -0.27
19350321,   3.64
19350322,   1.42
19350323,  -0.64
19350325,  -0.15
19350326,  -0.85
19350327,   1.24
19350328,   0.37
19350329,  -0.38
19350330,  -0.24
19350401,   0.88
19350402,  -0.29
19350403,  -0.17
19350404,   0.94
19350405,   2.11
19350406,   0.64
19350408,  -0.52
19350409,   0.67
19350410,  -1.67
19350411,  -0.35
19350412,   1.35
19350413,   1.38
19350415,  -1.20
19350416,  -0.14
19350417,  -0.55
19350418,   0.32
19350420,   1.11
19350422,   0.97
19350423,   1.58
19350424,  -0.82
19350425,   0.36
19350426,  -0.83
19350427,  -1.02
19350429,  -0.07
19350430,  -0.70
19350501,   0.77
19350502,   0.11
19350503,   0.94
19350504,   0.57
19350506,  -0.53
19350507,  -1.06
19350508,   1.28
19350509,   0.49
19350510,   0.08
19350511,   0.44
19350513,  -0.97
19350514,  -0.85
19350515,   0.38
19350516,   2.21
19350517,  -0.44
19350518,  -0.72
19350520,   0.34
19350521,  -0.59
19350522,  -1.28
19350523,  -0.57
19350524,   0.70
19350525,  -1.17
19350527,  -0.09
19350528,   1.31
19350529,   1.35
19350531,  -0.08
19350601,  -0.08
19350603,  -0.37
19350604,   0.05
19350605,  -0.20
19350606,  -0.54
19350607,  -0.30
19350608,   0.34
19350610,  -1.18
19350611,   1.21
19350612,  -0.68
19350613,   0.04
19350614,   0.64
19350615,   0.56
19350617,   0.53
19350618,   0.64
19350619,   0.56
19350620,  -0.09
19350621,   1.24
19350622,   1.15
19350624,  -0.86
19350625,  -0.91
19350626,  -0.85
19350627,  -0.61
19350628,   0.36
19350629,  -0.36
19350701,  -0.13
19350702,  -0.01
19350703,   0.67
19350705,   0.19
19350706,  -0.26
19350708,  -0.47
19350709,   0.16
19350710,   0.36
19350711,  -0.56
19350712,  -0.60
19350713,  -0.16
19350715,   1.00
19350716,  -0.36
19350717,   0.31
19350718,   0.21
19350719,   0.16
19350720,   0.05
19350722,   0.63
19350723,   0.69
19350724,   1.39
19350725,  -1.13
19350726,   1.72
19350727,   1.15
19350729,   1.26
19350730,  -0.28
19350731,   1.81
19350801,   0.30
19350802,  -0.08
19350803,   1.76
19350805,   0.65
19350806,  -0.49
19350807,  -0.75
19350808,   0.68
19350809,   1.73
19350810,   1.20
19350812,   1.75
19350813,   1.97
19350814,   0.54
19350815,  -0.67
19350816,   1.16
19350817,   1.49
19350819,  -2.19
19350820,   0.44
19350821,   1.27
19350822,  -1.17
19350823,  -0.60
19350824,  -2.48
19350826,   0.67
19350827,  -2.81
19350828,   0.09
19350829,   0.85
19350830,   1.32
19350831,   0.38
19350903,  -0.39
19350904,   0.53
19350905,   1.75
19350906,   1.43
19350907,   0.18
19350909,   0.52
19350910,  -0.48
19350911,   0.66
19350912,  -0.42
19350913,  -0.07
19350914,  -0.49
19350916,  -0.18
19350917,  -0.61
19350918,   0.66
19350919,  -0.55
19350920,  -2.59
19350921,   0.49
19350923,   0.93
19350924,   0.51
19350925,   0.33
19350926,  -0.78
19350927,  -0.47
19350928,   0.04
19350930,  -0.21
19351001,  -0.53
19351002,  -2.25
19351003,   1.04
19351004,   0.16
19351005,   0.23
19351007,   0.20
19351008,  -0.29
19351009,   0.87
19351010,   0.94
19351011,  -0.46
19351014,  -0.20
19351015,   0.45
19351016,  -0.52
19351017,  -0.63
19351018,  -0.41
19351019,   0.82
19351021,  -0.19
19351022,   2.55
19351023,  -0.38
19351024,  -0.62
19351025,   0.71
19351026,   0.37
19351028,   0.43
19351029,   0.75
19351030,  -0.31
19351031,   0.43
19351101,  -0.55
19351102,  -0.47
19351104,   0.96
19351106,   0.10
19351107,  -0.84
19351108,   1.56
19351109,  -0.34
19351112,  -0.56
19351113,  -0.13
19351114,   1.31
19351115,  -0.16
19351116,   0.46
19351118,   0.05
19351119,   1.07
19351120,   0.22
19351121,   1.56
19351122,  -0.71
19351123,   2.37
19351125,   0.47
19351126,  -0.57
19351127,   0.88
19351129,  -0.49
19351130,   0.07
19351202,  -0.16
19351203,   1.62
19351204,   1.23
19351205,  -0.17
19351206,  -0.18
19351207,   0.60
19351209,   0.35
19351210,  -0.93
19351211,  -0.35
19351212,  -1.25
19351213,  -0.89
19351214,  -0.18
19351216,   0.03
19351217,  -0.04
19351218,  -0.21
19351219,  -0.96
19351220,  -0.02
19351221,   0.13
19351223,  -0.97
19351224,   0.16
19351226,   0.79
19351227,  -1.05
19351228,   0.15
19351230,   1.27
19351231,   0.84
19360102,   0.85
19360103,   2.18
19360104,   0.44
19360106,   0.54
19360107,   2.34
19360108,  -0.91
19360109,  -0.66
19360110,   1.19
19360111,   0.07
19360113,   0.68
19360114,   0.51
19360115,  -0.58
19360116,   0.31
19360117,  -0.23
19360118,  -0.37
19360120,  -0.84
19360121,  -0.49
19360122,   2.44
19360123,   0.95
19360124,  -0.28
19360125,   0.14
19360127,   0.57
19360128,   0.09
19360129,   0.51
19360130,  -0.31
19360131,   1.61
19360201,  -1.07
19360203,   0.03
19360204,   0.01
19360205,  -0.10
19360206,   0.55
19360207,  -0.34
19360208,   0.01
19360210,   0.45
19360211,   1.07
19360213,   0.55
19360214,  -0.42
19360215,   0.74
19360217,  -0.98
19360218,   0.59
19360219,  -1.30
19360220,   1.91
19360221,   0.18
19360224,  -0.68
19360225,  -0.29
19360226,  -0.33
19360227,   1.53
19360228,  -0.74
19360229,  -0.56
19360302,   1.16
19360303,  -0.40
19360304,   0.11
19360305,   0.07
19360306,  -0.35
19360307,  -0.53
19360309,  -0.96
19360310,  -0.07
19360311,   0.13
19360312,  -0.62
19360313,  -0.42
19360314,   0.85
19360316,   0.35
19360317,   0.91
19360318,  -0.31
19360319,  -0.26
19360320,  -0.60
19360321,  -0.10
19360323,   0.30
19360324,   0.25
19360325,  -0.52
19360326,   0.41
19360327,  -0.19
19360328,   0.11
19360330,  -0.33
19360331,   0.04
19360401,   0.57
19360402,   0.30
19360403,  -0.42
19360404,   0.51
19360406,   0.74
19360407,  -0.63
19360408,  -0.06
19360409,   0.31
19360411,  -0.06
19360413,  -0.57
19360414,  -0.58
19360415,   0.05
19360416,  -0.12
19360417,  -0.69
19360418,   0.39
19360420,  -0.71
19360421,  -0.84
19360422,   0.54
19360423,  -1.53
19360424,  -0.10
19360425,   0.16
19360427,  -2.24
19360428,   0.60
19360429,  -1.94
19360430,   1.51
19360501,  -0.04
19360502,   0.09
19360504,   0.11
19360505,   0.59
19360506,   0.16
19360507,  -0.86
19360508,  -0.27
19360509,   0.28
19360511,  -0.35
19360512,  -0.56
19360513,   0.16
19360514,   1.40
19360515,   0.11
19360516,   0.68
19360518,  -0.19
19360519,  -1.05
19360520,  -0.16
19360521,  -0.11
19360522,   0.45
19360523,   0.29
19360525,  -0.27
19360526,   1.10
19360527,   0.55
19360528,  -0.83
19360529,  -0.31
19360601,   0.22
19360602,   0.00
19360603,  -0.07
19360604,  -0.35
19360605,  -0.23
19360606,   0.36
19360608,   0.72
19360609,   0.87
19360610,  -0.24
19360611,   0.01
19360612,   0.12
19360613,   0.51
19360615,   0.04
19360616,   0.69
19360617,  -0.06
19360618,   0.03
19360619,  -0.75
19360620,  -0.05
19360622,  -0.37
19360623,  -0.40
19360624,  -0.42
19360625,  -0.28
19360626,   0.20
19360627,  -0.52
19360629,  -0.57
19360630,  -0.14
19360701,   0.58
19360702,   0.10
19360703,  -0.49
19360706,   0.01
19360707,   0.25
19360708,   0.19
19360709,   0.42
19360710,   0.16
19360711,   0.66
19360713,  -0.15
19360714,   0.17
19360715,   0.25
19360716,   0.10
19360717,  -0.20
19360718,   0.03
19360720,  -0.19
19360721,  -0.87
19360722,   0.25
19360723,  -0.06
19360724,  -0.08
19360725,  -0.25
19360727,  -0.06
19360728,   0.01
19360729,   0.10
19360730,  -0.11
19360731,  -0.37
19360801,  -0.32
19360803,   0.36
19360804,  -0.14
19360805,   0.42
19360806,  -0.39
19360807,   0.03
19360808,   0.08
19360810,  -0.17
19360811,  -0.35
19360812,   0.28
19360813,   0.70
19360814,   0.09
19360815,  -0.14
19360817,   0.12
19360818,  -0.17
19360819,   0.21
19360820,  -0.42
19360821,   0.01
19360822,   0.25
19360824,  -0.16
19360825,   0.20
19360826,   0.46
19360827,  -0.29
19360828,   0.27
19360829,   0.22
19360831,  -0.72
19360901,   0.16
19360902,   0.34
19360903,   0.01
19360904,  -0.25
19360905,  -0.03
19360908,   0.16
19360909,   0.31
19360910,   0.07
19360911,  -0.40
19360912,   0.40
19360914,  -0.01
19360915,  -0.01
19360916,  -0.01
19360917,  -0.01
19360918,  -0.01
19360919,   0.17
19360921,   0.32
19360922,  -0.27
19360923,  -0.31
19360924,   0.18
19360925,   0.30
19360926,  -0.26
19360928,  -0.16
19360929,   0.09
19360930,  -0.30
19361001,   0.19
19361002,  -0.57
19361003,   0.18
19361005,   0.14
19361006,  -0.11
19361007,   0.98
19361008,  -0.07
19361009,   0.05
19361010,   0.51
19361013,   0.02
19361014,  -0.32
19361015,   0.32
19361016,   0.32
19361017,   0.18
19361019,  -0.03
19361020,   0.51
19361021,  -0.05
19361022,   0.01
19361023,  -0.01
19361024,   0.11
19361026,  -0.55
19361027,   0.10
19361028,  -0.30
19361029,   0.53
19361030,   0.00
19361031,  -0.33
19361102,  -0.93
19361104,  -2.19
19361105,   0.53
19361106,  -0.70
19361107,  -0.26
19361109,  -0.09
19361110,  -0.04
19361112,  -1.07
19361113,  -0.33
19361114,   0.44
19361116,   1.71
19361117,   0.37
19361118,  -0.42
19361119,  -0.06
19361120,  -0.20
19361121,   0.52
19361123,  -0.46
19361124,   0.10
19361125,   0.26
19361127,   1.02
19361128,   0.26
19361130,  -0.15
19361201,  -0.52
19361202,   0.48
19361203,  -0.03
19361204,  -0.39
19361205,   0.26
19361207,  -0.17
19361208,   0.31
19361209,   0.90
19361210,   0.47
19361211,   0.18
19361212,   0.08
19361214,   0.47
19361215,   0.09
19361216,  -0.22
19361217,   0.02
19361218,  -0.03
19361219,   0.05
19361221,   0.15
19361222,  -0.18
19361223,  -0.36
19361224,  -0.31
19361228,  -0.05
19361229,   0.59
19361230,   0.85
19361231,   0.34
19370102,   0.75
19370104,   0.30
19370105,  -0.18
19370106,   0.31
19370107,   0.26
19370108,   0.04
19370109,  -0.52
19370111,   0.13
19370112,   0.77
19370113,   0.36
19370114,  -0.83
19370115,  -0.19
19370116,  -0.08
19370118,   0.57
19370119,   0.03
19370120,  -0.70
19370121,  -0.03
19370122,   0.42
19370123,  -0.16
19370125,  -0.34
19370126,  -0.12
19370127,   0.21
19370128,  -0.45
19370129,  -0.23
19370130,   0.08
19370201,   0.23
19370202,  -0.12
19370203,   0.04
19370204,  -0.34
19370205,  -0.12
19370206,   0.18
19370208,   0.59
19370209,  -0.30
19370210,  -0.50
19370211,  -0.62
19370213,  -0.18
19370215,   0.70
19370216,   0.29
19370217,   0.36
19370218,  -0.28
19370219,   0.13
19370220,  -0.04
19370223,  -0.24
19370224,  -0.15
19370225,   0.31
19370226,   0.19
19370227,  -0.28
19370301,   0.53
19370302,  -0.55
19370303,   0.31
19370304,   0.26
19370305,   0.02
19370306,   0.30
19370308,  -0.01
19370309,  -0.26
19370310,  -1.08
19370311,  -0.03
19370312,   0.29
19370313,   0.25
19370315,   0.33
19370316,   0.49
19370317,   0.66
19370318,   0.19
19370319,  -0.16
19370320,   0.09
19370322,  -0.74
19370323,   0.92
19370324,  -0.79
19370325,  -0.60
19370327,   0.22
19370329,  -0.05
19370330,   0.04
19370331,  -0.16
19370401,  -0.03
19370402,   0.35
19370403,   0.33
19370405,   0.48
19370406,  -0.39
19370407,   0.63
19370408,   0.34
19370409,   0.04
19370410,   0.16
19370412,  -0.39
19370413,  -0.72
19370414,  -0.03
19370415,  -0.08
19370416,  -0.24
19370417,   0.16
19370419,  -0.36
19370420,   0.37
19370421,  -1.41
19370422,  -0.20
19370423,   0.40
19370424,   0.18
19370426,   0.90
19370427,  -0.88
19370428,  -0.29
19370429,  -0.07
19370430,   0.17
19370501,   0.27
19370503,   0.06
19370504,   0.13
19370505,  -0.48
19370506,   0.01
19370507,  -0.28
19370508,  -0.32
19370510,   0.00
19370511,   0.07
19370512,   0.04
19370513,   0.87
19370514,  -0.38
19370515,   0.01
19370517,   0.11
19370518,  -0.23
19370519,   0.02
19370520,  -0.52
19370521,   0.07
19370522,  -0.19
19370524,  -0.04
19370525,  -0.46
19370526,   0.25
19370527,  -0.67
19370528,  -0.16
19370601,  -0.83
19370602,  -0.26
19370603,  -0.57
19370604,  -0.73
19370605,  -0.26
19370607,  -0.03
19370608,   0.20
19370609,   0.20
19370610,   0.35
19370611,   0.42
19370612,   0.33
19370614,   0.27
19370615,  -0.75
19370616,   0.04
19370617,  -0.20
19370618,   0.37
19370619,   0.08
19370621,  -0.18
19370622,   1.06
19370623,   0.19
19370624,  -0.20
19370625,  -0.46
19370626,   0.12
19370628,   0.03
19370629,  -0.10
19370630,   0.26
19370701,   0.10
19370702,   0.45
19370706,  -0.03
19370707,   0.25
19370708,   0.43
19370709,  -0.25
19370710,   0.21
19370712,   0.29
19370713,  -0.38
19370714,  -0.24
19370715,   0.08
19370716,   0.10
19370717,  -0.48
19370719,  -0.13
19370720,  -0.12
19370721,  -0.05
19370722,   0.33
19370723,   0.21
19370724,   0.36
19370726,   0.27
19370727,  -0.27
19370728,   0.02
19370729,  -0.20
19370730,  -0.92
19370731,   0.60
19370802,  -0.76
19370803,  -0.43
19370804,   0.65
19370805,  -0.27
19370806,  -0.68
19370807,   0.07
19370809,  -0.13
19370810,   0.05
19370811,  -0.56
19370812,   0.05
19370813,  -0.01
19370814,  -0.16
19370816,  -0.61
19370817,  -0.04
19370818,  -0.29
19370819,  -0.13
19370820,   0.39
19370821,   0.30
19370823,  -0.21
19370824,  -0.08
19370825,  -0.17
19370826,   0.00
19370827,   0.42
19370828,   0.25
19370830,   0.14
19370831,  -0.73
19370901,  -0.32
19370902,   0.63
19370903,  -0.13
19370904,  -0.09
19370907,  -2.00
19370908,  -1.22
19370909,   0.72
19370910,  -1.56
19370911,  -0.13
19370913,   0.11
19370914,   0.74
19370915,   0.04
19370916,   0.89
19370917,  -0.07
19370918,   0.20
19370920,  -0.57
19370921,  -0.20
19370922,   0.45
19370923,  -1.07
19370924,  -0.58
19370925,  -0.03
19370927,   0.33
19370928,  -0.28
19370929,  -0.20
19370930,  -0.17
19371001,   0.01
19371002,   0.47
19371004,   0.21
19371005,   1.39
19371006,  -1.03
19371007,  -0.83
19371008,  -0.82
19371009,  -0.02
19371011,  -0.94
19371013,  -1.06
19371014,   0.87
19371015,   0.81
19371016,  -0.19
19371018,   2.31
19371019,  -2.91
19371020,   5.25
19371021,   3.55
19371022,   0.40
19371023,  -1.42
19371025,  -1.70
19371026,  -1.26
19371027,   0.37
19371028,   0.67
19371029,  -0.29
19371030,   0.69
19371101,  -0.38
19371103,   0.68
19371104,  -0.02
19371105,   0.49
19371106,   1.06
19371108,   0.61
19371109,  -0.41
19371110,  -0.27
19371112,  -0.83
19371113,   0.38
19371115,   0.82
19371116,   0.23
19371117,  -0.47
19371118,   0.72
19371119,   1.24
19371120,   0.11
19371122,   0.81
19371123,  -0.13
19371124,  -0.49
19371126,  -0.57
19371127,  -1.70
19371129,   0.41
19371130,  -0.86
19371201,   0.02
19371202,  -0.61
19371203,  -0.49
19371204,  -0.49
19371206,   0.10
19371207,  -0.73
19371208,   0.34
19371209,   0.05
19371210,   0.70
19371211,   0.70
19371213,  -0.03
19371214,   0.21
19371215,  -0.84
19371216,  -0.93
19371217,   0.28
19371218,  -0.37
19371220,  -0.43
19371221,  -0.69
19371222,  -0.06
19371223,   0.21
19371224,  -0.04
19371227,   1.04
19371228,   1.60
19371229,  -0.29
19371230,   0.31
19371231,   0.91
19380103,   0.18
19380104,  -2.80
19380105,  -0.33
19380106,  -0.71
19380107,   0.47
19380108,  -1.07
19380110,  -0.65
19380111,  -0.39
19380112,   1.16
19380113,   0.21
19380114,   0.13
19380115,  -2.02
19380117,   0.47
19380118,   0.79
19380119,   0.04
19380120,   0.17
19380121,   0.48
19380122,  -0.14
19380124,   0.22
19380125,   0.44
19380126,   2.46
19380127,  -0.25
19380128,   0.74
19380129,   0.22
19380131,  -0.16
19380201,  -0.54
19380202,   0.66
19380203,   1.87
19380204,  -0.30
19380205,  -1.26
19380207,   0.26
19380208,  -1.66
19380209,   0.44
19380210,  -0.20
19380211,   0.14
19380214,  -0.14
19380215,   0.99
19380216,   0.08
19380217,  -1.81
19380218,   0.50
19380219,  -0.91
19380221,   0.06
19380223,  -1.31
19380224,   0.66
19380225,   0.23
19380226,  -0.01
19380228,   0.12
19380301,  -0.42
19380302,  -0.52
19380303,   0.40
19380304,   0.60
19380305,   0.57
19380307,   0.63
19380308,  -0.36
19380309,   0.06
19380310,  -0.13
19380311,   0.57
19380312,  -0.43
19380314,  -1.29
19380315,  -0.72
19380316,   1.05
19380317,  -0.40
19380318,   0.63
19380319,  -1.00
19380321,   0.44
19380322,   0.33
19380323,   0.70
19380324,  -0.47
19380325,   2.11
19380326,  -0.18
19380328,  -1.23
19380329,   1.92
19380330,   0.00
19380331,  -0.22
19380401,  -0.48
19380402,  -0.13
19380404,   1.16
19380405,   0.44
19380406,   1.88
19380407,  -0.87
19380408,  -1.84
19380409,  -2.13
19380411,   1.29
19380412,  -0.69
19380413,  -1.78
19380414,  -0.39
19380416,  -0.95
19380418,   0.56
19380419,   0.59
19380420,  -0.21
19380421,   1.42
19380422,  -0.50
19380423,   0.46
19380425,   0.58
19380426,   0.31
19380427,  -0.21
19380428,   0.35
19380429,   0.38
19380430,  -0.05
19380502,   0.39
19380503,  -0.86
19380504,   0.14
19380505,  -0.62
19380506,   0.60
19380507,  -0.24
19380509,   0.26
19380510,   0.41
19380511,   0.03
19380512,   0.72
19380513,   0.01
19380514,   0.00
19380516,   0.36
19380517,  -0.61
19380518,  -0.08
19380519,   0.17
19380520,   0.56
19380521,   0.11
19380523,  -0.03
19380524,  -0.20
19380525,   0.66
19380526,   1.32
19380527,   0.75
19380528,  -0.09
19380531,   0.37
19380601,  -0.34
19380602,   0.15
19380603,   0.08
19380604,  -1.17
19380606,  -0.60
19380607,  -0.08
19380608,  -0.28
19380609,  -0.96
19380610,  -0.15
19380611,   0.30
19380613,   1.02
19380614,  -0.52
19380615,  -0.36
19380616,  -0.41
19380617,   0.96
19380618,   0.01
19380620,  -2.89
19380621,  -1.22
19380622,  -1.26
19380623,   0.50
19380624,  -1.02
19380625,  -0.94
19380627,   0.47
19380628,  -0.66
19380629,  -0.97
19380630,   1.59
19380701,  -0.15
19380702,  -0.09
19380705,   0.99
19380706,  -0.95
19380707,   2.27
19380708,   1.02
19380709,  -0.69
19380711,   0.32
19380712,  -1.75
19380713,   0.37
19380714,   0.61
19380715,  -1.48
19380716,   0.05
19380718,  -1.91
19380719,  -1.02
19380720,   1.58
19380721,  -0.07
19380722,   0.58
19380723,  -0.88
19380725,  -0.68
19380726,   0.29
19380727,   0.13
19380728,  -0.46
19380729,  -0.02
19380730,   0.11
19380801,  -0.19
19380802,   0.02
19380803,  -0.25
19380804,  -0.41
19380805,  -0.69
19380806,   0.22
19380808,   0.24
19380809,   0.07
19380810,  -0.20
19380811,  -0.09
19380812,  -0.41
19380813,   0.13
19380815,   0.18
19380816,  -0.19
19380817,  -0.22
19380818,  -0.55
19380819,   0.10
19380820,  -0.10
19380822,  -0.60
19380823,  -0.30
19380824,   0.10
19380825,   0.02
19380826,   0.38
19380827,  -0.18
19380829,  -0.24
19380830,  -0.40
19380831,  -0.58
19380901,   0.10
19380902,  -0.67
19380903,  -0.04
19380906,  -0.42
19380907,   0.49
19380908,   0.08
19380909,   0.02
19380910,  -0.34
19380912,   0.19
19380913,  -0.28
19380914,  -1.14
19380915,  -0.78
19380916,  -0.06
19380917,  -0.37
19380919,   0.71
19380920,  -0.30
19380921,   1.04
19380922,   0.38
19380923,   0.25
19380924,  -0.45
19380926,  -0.21
19380927,   0.21
19380928,  -1.07
19380929,   0.34
19380930,   0.45
19381001,  -0.14
19381003,  -0.33
19381004,   0.26
19381005,  -0.62
19381006,   0.13
19381007,   1.12
19381008,   0.19
19381010,  -0.26
19381011,  -0.10
19381013,  -1.11
19381014,  -0.62
19381015,   0.09
19381017,   0.60
19381018,   0.01
19381019,   0.07
19381020,   0.28
19381021,   0.22
19381022,   0.11
19381024,  -0.03
19381025,   0.94
19381026,   0.18
19381027,  -0.15
19381028,   0.33
19381029,  -0.36
19381031,   0.19
19381101,   0.36
19381102,  -0.07
19381103,   0.55
19381104,  -0.34
19381105,  -0.23
19381107,  -0.97
19381109,  -0.20
19381110,  -0.23
19381112,  -0.64
19381114,   0.44
19381115,   0.08
19381116,  -0.77
19381117,  -0.05
19381118,  -0.20
19381119,   0.08
19381121,  -0.06
19381122,  -0.27
19381123,  -0.38
19381125,   0.33
19381126,  -0.37
19381128,  -0.20
19381129,  -0.25
19381130,   0.62
19381201,   0.07
19381202,  -0.90
19381203,  -0.66
19381205,   0.04
19381206,  -0.68
19381207,  -0.69
19381208,  -0.34
19381209,  -0.46
19381210,  -0.49
19381212,  -0.68
19381213,  -0.58
19381214,  -0.93
19381215,  -0.15
19381216,  -0.34
19381217,   0.18
19381219,  -0.80
19381220,  -0.66
19381221,   0.09
19381222,   0.33
19381223,   0.29
19381224,   0.57
19381227,   0.34
19381228,  -1.09
19381229,   1.62
19381230,   0.55
19381231,   0.85
19390103,   0.03
19390104,   0.65
19390105,  -0.40
19390106,  -0.31
19390107,   0.15
19390109,   0.15
19390110,   0.34
19390111,  -0.31
19390112,   0.04
19390113,   0.47
19390114,   0.56
19390116,   0.53
19390117,  -0.45
19390118,   0.18
19390119,  -0.18
19390120,  -0.20
19390121,  -0.87
19390123,  -0.64
19390124,   0.63
19390125,   0.25
19390126,  -1.24
19390127,   0.35
19390128,   0.04
